"host_id","host_yrs_exp","host_is_superhost.f","host_is_superhost.t","neighbourhood","neighbourhood_cleansed","latitude","longitude","property_type","room_entire","room_hotel","room_private","room_shared","accommodates","bedrooms","beds","amenities","price","minimum_nights","maximum_nights","minimum_minimum_nights","maximum_minimum_nights","minimum_maximum_nights","maximum_maximum_nights","minimum_nights_avg_ntm","maximum_nights_avg_ntm","availability_30","availability_60","availability_90","availability_365","number_of_reviews","number_of_reviews_ltm","number_of_reviews_l30d","first_review","last_review","review_scores_rating","review_scores_accuracy","review_scores_cleanliness","review_scores_checkin","review_scores_communication","review_scores_location","review_scores_value","instant_bookable","reviews_per_month","n_bathrooms","bathroom_private","bathroom_shared","log_price","amenity_qty","fNBHD","entire_prop","has_wifi","has_parking","has_heating","has_ac","has_tv","has_fridge"
615,13,0,1,"Denver, Colorado, United States","Washington Virginia Vale",39.69753,-104.92588,"Entire guesthouse",1,0,0,0,2,1,0,"[""Patio or balcony"", ""Shampoo"", ""BBQ grill"", ""Air conditioning"", ""Carbon monoxide alarm"", ""Dishes and silverware"", ""Hot water"", ""Bed linens"", ""Smoke alarm"", ""TV"", ""Security cameras on property"", ""Essentials"", ""Backyard"", ""Luggage dropoff allowed"", ""Kitchen"", ""Coffee maker"", ""Free parking on premises"", ""Fire extinguisher"", ""Dedicated workspace"", ""Free street parking"", ""Refrigerator"", ""Keypad"", ""Microwave"", ""Cooking basics"", ""Stove"", ""Heating"", ""Wifi"", ""Long term stays allowed""]",99,1,400,1,1,1125,1125,1,1125,4,29,50,325,85,31,1,"2016-11-14","2021-07-05",4.8,4.96,4.86,4.96,4.93,4.83,4.76,"f",1.49,1,1,0,4.59511985013459,1,"Washington Virginia Vale",2,1,1,1,1,1,1
666,13,0,1,"Denver, Colorado, United States","Highland",39.76703,-105.00256,"Entire guesthouse",1,0,0,0,3,2,2,"[""TV"", ""Fire extinguisher"", ""Heating"", ""Wifi"", ""Smoke alarm"", ""Shared hot tub"", ""Iron"", ""Free street parking"", ""Coffee maker"", ""Full kitchen"", ""Air conditioning"", ""Carbon monoxide alarm"", ""Bathroom essentials"", ""Bathtub"", ""Bedroom comforts"", ""Hair dryer"", ""Backyard"", ""Room-darkening shades""]",135,30,90,30,30,90,90,30,90,1,19,49,138,159,38,7,"2020-02-09","2021-07-17",4.99,4.99,4.96,5,5,5,4.91,"f",8.98,1,1,0,4.90527477843843,1,"Highland",2,1,1,1,1,1,0
783,13,1,0,"Denver, Colorado, United States","Five Points",39.76551,-104.97902,"Entire loft",1,0,0,0,3,1,1,"[""Shampoo"", ""Air conditioning"", ""Carbon monoxide alarm"", ""Dryer"", ""Smoke alarm"", ""Essentials"", ""Hangers"", ""Kitchen"", ""Free parking on premises"", ""Breakfast"", ""Fire extinguisher"", ""Dedicated workspace"", ""Iron"", ""Hair dryer"", ""TV with standard cable"", ""Indoor fireplace"", ""Heating"", ""Wifi"", ""Long term stays allowed"", ""Washer"", ""First aid kit"", ""Cable TV""]",179,185,365,185,185,365,365,185,365,0,0,0,202,87,0,0,"2011-04-23","2016-04-26",4.85,4.78,4.81,4.95,4.96,4.65,4.71,"f",0.7,1.5,1,0,5.18738580584075,1,"Five Points",2,1,1,1,1,1,0
933,13,0,1,"Denver, Colorado, United States","North Park Hill",39.75361,-104.91237,"Private room in residential home",0,0,1,0,3,1,1,"[""Oven"", ""Patio or balcony"", ""Shampoo"", ""Dishwasher"", ""Carbon monoxide alarm"", ""BBQ grill"", ""Dishes and silverware"", ""Dryer"", ""Hot water"", ""Smoke alarm"", ""Backyard"", ""Essentials"", ""Hangers"", ""Kitchen"", ""Coffee maker"", ""Free parking on premises"", ""Fire extinguisher"", ""Dedicated workspace"", ""Iron"", ""Free street parking"", ""Refrigerator"", ""Hair dryer"", ""Microwave"", ""Cooking basics"", ""Stove"", ""Indoor fireplace"", ""Heating"", ""Wifi"", ""Long term stays allowed"", ""Washer"", ""First aid kit""]",55,2,300,2,28,300,300,3.7,300,1,21,39,128,624,23,7,"2014-07-03","2021-07-14",4.84,4.76,4.56,4.92,4.95,4.74,4.84,"f",7.26,1,0,1,4.00733318523247,1,"North Park Hill",1,1,1,1,0,0,1
933,13,0,1,"","North Park Hill",39.75438,-104.91156,"Private room in residential home",0,0,1,0,2,1,1,"[""Oven"", ""Shampoo"", ""Dishwasher"", ""Air conditioning"", ""Carbon monoxide alarm"", ""Dishes and silverware"", ""Dryer"", ""Hot water"", ""Lock on bedroom door"", ""Smoke alarm"", ""Essentials"", ""Hangers"", ""Kitchen"", ""Coffee maker"", ""Free parking on premises"", ""Fire extinguisher"", ""Iron"", ""Free street parking"", ""Refrigerator"", ""Hair dryer"", ""Microwave"", ""Cooking basics"", ""Stove"", ""Indoor fireplace"", ""Heating"", ""Wifi"", ""Long term stays allowed"", ""Washer""]",52,1,365,1,28,365,365,2.8,365,0,16,16,103,156,2,0,"2010-05-12","2020-11-08",4.85,4.75,4.55,4.94,4.94,4.8,4.85,"f",1.14,1,0,1,3.95124371858143,1,"North Park Hill",1,1,1,1,1,0,1
990,13,1,0,"Denver, Colorado, United States","North Capitol Hill",39.74503,-104.97756,"Private room in residential home",0,0,1,0,2,1,2,"[""Extra pillows and blankets"", ""Oven"", ""Patio or balcony"", ""Shampoo"", ""Dishwasher"", ""Air conditioning"", ""Carbon monoxide alarm"", ""Dishes and silverware"", ""Dryer"", ""Hot water"", ""Bed linens"", ""Smoke alarm"", ""Backyard"", ""Essentials"", ""Mini fridge"", ""Children\u2019s books and toys"", ""Luggage dropoff allowed"", ""Hangers"", ""Kitchen"", ""High chair"", ""Coffee maker"", ""Baking sheet"", ""Fire extinguisher"", ""Dedicated workspace"", ""Iron"", ""Free street parking"", ""Refrigerator"", ""Hair dryer"", ""TV with standard cable"", ""Microwave"", ""Cooking basics"", ""Stove"", ""Pack \u2019n Play/travel crib"", ""Heating"", ""Wifi"", ""Long term stays allowed"", ""Washer"", ""First aid kit"", ""Cable TV"", ""Children\u2019s dinnerware"", ""Piano""]",33,30,180,30,30,180,180,30,180,4,10,27,302,255,1,0,"2015-04-17","2019-11-09",4.77,4.77,4.81,4.86,4.92,4.87,4.83,"f",3.34,1,1,0,3.49650756146648,1,"North Capitol Hill",1,1,1,1,1,1,1
2150,13,0,1,"Denver, Colorado, United States","Baker",39.71981,-104.99649,"Entire guesthouse",1,0,0,0,2,1,1,"[""Extra pillows and blankets"", ""Oven"", ""Patio or balcony"", ""Shampoo"", ""Dishwasher"", ""Air conditioning"", ""Carbon monoxide alarm"", ""BBQ grill"", ""Dishes and silverware"", ""Dryer"", ""Hot water"", ""Bed linens"", ""Smoke alarm"", ""TV"", ""Backyard"", ""Essentials"", ""Private entrance"", ""Luggage dropoff allowed"", ""Hangers"", ""Kitchen"", ""Coffee maker"", ""Fire extinguisher"", ""Dedicated workspace"", ""Iron"", ""Free street parking"", ""Refrigerator"", ""Keypad"", ""Hair dryer"", ""Microwave"", ""Cooking basics"", ""Stove"", ""Heating"", ""Wifi"", ""Long term stays allowed"", ""Washer"", ""First aid kit""]",95,1,120,1,1,1125,1125,1,1125,0,7,19,168,60,12,0,"2017-01-24","2021-06-11",4.93,4.93,4.93,5,4.97,4.92,4.88,"f",1.1,1,1,0,4.55387689160054,1,"Baker",2,1,1,1,1,1,1
135298,11,0,1,"","West Highland",39.76179,-105.02845,"Entire guest suite",1,0,0,0,2,1,1,"[""Wine glasses"", ""Extra pillows and blankets"", ""Shampoo"", ""Carbon monoxide alarm"", ""Toaster"", ""Dishes and silverware"", ""Dryer"", ""Hot water"", ""Clothing storage: walk-in closet"", ""Shared fenced garden or backyard"", ""Bed linens"", ""Free driveway parking on premises \u2013 1 space"", ""Smoke alarm"", ""Room-darkening shades"", ""Essentials"", ""Freezer"", ""Private entrance"", ""Cleaning before checkout"", ""Luggage dropoff allowed"", ""Hangers"", ""Coffee maker"", ""Pour-over coffee"", ""Fire extinguisher"", ""Dedicated workspace"", ""Iron"", ""Free street parking"", ""Hair dryer"", ""Bathtub"", ""Microwave"", ""LG refrigerator"", ""Portable fans"", ""Wifi"", ""Hot water kettle"", ""48\"" HDTV with standard cable, Roku"", ""Free washer \u2013 In building"", ""Long term stays allowed"", ""Dining table"", ""Cable TV"", ""Radiant heating""]",87,4,730,4,4,1125,1125,4,1125,5,11,33,308,90,19,0,"2018-10-27","2021-06-02",4.89,4.89,5,4.93,4.99,4.86,4.89,"t",2.7,1,1,0,4.46590811865458,1,"West Highland",2,1,1,1,0,1,1
666,13,0,1,"Denver, Colorado, United States","Highland",39.76588,-105.00545,"Entire cottage",1,0,0,0,1,1,1,"[""Extra pillows and blankets"", ""Oven"", ""Patio or balcony"", ""Shampoo"", ""BBQ grill"", ""Air conditioning"", ""Carbon monoxide alarm"", ""Dishes and silverware"", ""Hot water"", ""Bed linens"", ""Smoke alarm"", ""TV"", ""Backyard"", ""Essentials"", ""Private entrance"", ""Shower gel"", ""Luggage dropoff allowed"", ""Hangers"", ""Kitchen"", ""Coffee maker"", ""Free parking on premises"", ""Fire extinguisher"", ""Dedicated workspace"", ""Single level home"", ""Iron"", ""Free street parking"", ""Refrigerator"", ""Keypad"", ""Hair dryer"", ""Microwave"", ""Cooking basics"", ""Hot tub"", ""Stove"", ""Portable fans"", ""Heating"", ""Wifi"", ""Long term stays allowed""]",113,29,90,29,29,90,90,29,90,0,11,11,11,624,6,0,"2015-11-21","2021-04-30",4.91,4.88,4.93,4.98,4.97,4.84,4.85,"f",9.04,1,1,0,4.72738781871234,1,"Highland",2,1,1,1,1,1,1
385864,10,0,1,"","Capitol Hill",39.73276,-104.98035,"Entire rental unit",1,0,0,0,3,1,2,"[""Extra pillows and blankets"", ""Crib"", ""Oven"", ""Patio or balcony"", ""Shampoo"", ""Dishwasher"", ""Air conditioning"", ""Carbon monoxide alarm"", ""BBQ grill"", ""Dishes and silverware"", ""Dryer"", ""Hot water"", ""Bed linens"", ""Smoke alarm"", ""Backyard"", ""Room-darkening shades"", ""Essentials"", ""Luggage dropoff allowed"", ""Hangers"", ""Kitchen"", ""Coffee maker"", ""Fire extinguisher"", ""Dedicated workspace"", ""Iron"", ""Outlet covers"", ""Free street parking"", ""Refrigerator"", ""Hair dryer"", ""Bathtub"", ""Microwave"", ""Cooking basics"", ""Stove"", ""Lockbox"", ""Pack \u2019n Play/travel crib"", ""Heating"", ""Wifi"", ""Long term stays allowed"", ""Washer""]",126,5,1124,4,10,1124,1124,5.3,1124,4,33,63,75,117,1,1,"2018-10-14","2021-07-15",4.73,4.8,4.3,4.91,4.97,4.86,4.71,"f",3.46,1,1,0,4.83628190695148,1,"Capitol Hill",2,1,1,1,1,0,1
98912,11,0,1,"Englewood, Colorado, United States","Overland",39.66787,-104.98969,"Entire guesthouse",1,0,0,0,2,1,1,"[""Shampoo"", ""Air conditioning"", ""Carbon monoxide alarm"", ""Dishes and silverware"", ""Hot water"", ""Smoke alarm"", ""TV"", ""Backyard"", ""Room-darkening shades"", ""Essentials"", ""Private entrance"", ""Hangers"", ""Kitchen"", ""Coffee maker"", ""Free parking on premises"", ""Fire extinguisher"", ""Dedicated workspace"", ""Iron"", ""Free street parking"", ""Refrigerator"", ""Hair dryer"", ""Microwave"", ""Cooking basics"", ""Stove"", ""Pack \u2019n Play/travel crib"", ""Heating"", ""Wifi"", ""Long term stays allowed""]",79,3,130,3,3,130,130,3,130,0,0,11,112,181,10,1,"2011-11-10","2021-06-30",4.87,4.92,4.9,4.97,4.94,4.75,4.87,"f",1.53,1,1,0,4.36944785246702,1,"Overland",2,1,1,1,1,1,1
489506,10,0,1,"Denver, Colorado, United States","South Park Hill",39.74955,-104.93239,"Private room in residential home",0,0,1,0,2,1,1,"[""Sound system"", ""Extra pillows and blankets"", ""Oven"", ""Patio or balcony"", ""Shampoo"", ""Dishwasher"", ""Air conditioning"", ""Carbon monoxide alarm"", ""Dishes and silverware"", ""Hot water"", ""Bed linens"", ""Smoke alarm"", ""Backyard"", ""Essentials"", ""Shower gel"", ""Hangers"", ""Kitchen"", ""Coffee maker"", ""Free parking on premises"", ""Conditioner"", ""Pour-over coffee"", ""Fire extinguisher"", ""Dedicated workspace"", ""Single level home"", ""Iron"", ""Free street parking"", ""Refrigerator"", ""Hair dryer"", ""Microwave"", ""Cooking basics"", ""Stove"", ""Lockbox"", ""Ceiling fan"", ""Portable fans"", ""Indoor fireplace"", ""Heating"", ""Wifi"", ""Body soap"", ""Long term stays allowed"", ""Baking sheet""]",90,1,1125,1,1,1125,1125,1,1125,8,33,62,62,205,9,0,"2013-09-28","2021-01-03",4.9,4.88,4.95,4.97,4.96,4.91,4.91,"f",2.15,1,1,0,4.49980967033027,1,"South Park Hill",1,1,1,1,1,0,1
745200,10,1,0,"","CBD",39.74439,-104.98927,"Entire condominium (condo)",1,0,0,0,2,1,1,"[""Ethernet connection"", ""Central heating"", ""Extra pillows and blankets"", ""Oven"", ""Dishwasher"", ""Carbon monoxide alarm"", ""Dishes and silverware"", ""Dryer \u2013 In building"", ""Bed linens"", ""Smoke alarm"", ""Room-darkening shades"", ""Essentials"", ""Freezer"", ""Kitchen"", ""Coffee maker"", ""Paid parking lot off premises"", ""Central air conditioning"", ""Washer \u2013\u00a0In building"", ""Dedicated workspace"", ""Single level home"", ""Iron"", ""Refrigerator"", ""TV with standard cable"", ""Bathtub"", ""Elevator"", ""Microwave"", ""Cooking basics"", ""Stove"", ""Ceiling fan"", ""Wifi"", ""Gym"", ""Long term stays allowed"", ""Cable TV""]",67,90,1125,90,90,1125,1125,90,1125,0,0,0,261,11,0,0,"2011-10-10","2011-12-13",4.7,4.4,4.7,4.7,4.9,4.9,4.6,"f",0.09,1,1,0,4.20469261939097,1,"CBD",2,1,1,1,1,1,1
526354,10,1,0,"Denver, Colorado, United States","Washington Park",39.69688,-104.96232,"Entire residential home",1,0,0,0,12,5,7,"[""Extra pillows and blankets"", ""Oven"", ""Patio or balcony"", ""Shampoo"", ""Dishwasher"", ""Air conditioning"", ""Carbon monoxide alarm"", ""BBQ grill"", ""Dishes and silverware"", ""Dryer"", ""Hot water"", ""Bed linens"", ""Smoke alarm"", ""Backyard"", ""Room-darkening shades"", ""Essentials"", ""Children\u2019s books and toys"", ""Cleaning before checkout"", ""Hangers"", ""Kitchen"", ""Coffee maker"", ""Free parking on premises"", ""Babysitter recommendations"", ""Fire extinguisher"", ""Dedicated workspace"", ""Iron"", ""Free street parking"", ""Refrigerator"", ""Hair dryer"", ""Bathtub"", ""TV with standard cable"", ""Microwave"", ""Cooking basics"", ""Stove"", ""Lockbox"", ""Pack \u2019n Play/travel crib"", ""Heating"", ""Wifi"", ""Washer"", ""First aid kit"", ""Cable TV"", ""Game console"", ""Children\u2019s dinnerware""]",400,5,21,5,5,21,21,5,21,3,3,3,68,27,1,0,"2011-09-19","2021-01-01",4.96,4.92,4.81,4.92,4.96,4.96,4.64,"f",0.23,4,1,0,5.99146454710798,1,"Washington Park",2,1,1,1,1,1,1
923646,10,0,1,"Denver, Colorado, United States","South Park Hill",39.7416,-104.93613,"Private room in condominium (condo)",0,0,1,0,1,1,1,"[""Wine glasses"", ""Extra pillows and blankets"", ""Oven"", ""Sound system with aux"", ""Carbon monoxide alarm"", ""Toaster"", ""Dishes and silverware"", ""Dryer"", ""Hot water"", ""Host greets you"", ""Bed linens"", ""Smoke alarm"", ""Room-darkening shades"", ""Essentials"", ""43\"" HDTV with Amazon Prime Video, Roku"", ""Luggage dropoff allowed"", ""Hangers"", ""Shared garden or backyard"", ""Kitchen"", ""Coffee maker"", ""Free parking on premises"", ""Pour-over coffee"", ""Cleaning products"", ""Fire extinguisher"", ""Dedicated workspace"", ""Iron"", ""Free street parking"", ""Refrigerator"", ""Hair dryer"", ""Bathtub"", ""Microwave"", ""Cooking basics"", ""Stove"", ""Ceiling fan"", ""Portable fans"", ""Heating"", ""Wifi"", ""Clothing storage: closet"", ""Hot water kettle"", ""Long term stays allowed"", ""Washer"", ""Dining table"", ""Outdoor furniture"", ""Portable air conditioning""]",44,29,60,29,29,60,60,29,60,0,5,35,116,122,5,0,"2015-06-24","2021-04-24",4.74,4.78,4.73,4.82,4.84,4.77,4.76,"f",1.65,1,0,1,3.78418963391826,1,"South Park Hill",1,1,1,1,1,1,1
10730,12,1,0,"Denver, Colorado, United States","Highland",39.75706,-105.01022,"Private room in condominium (condo)",0,0,1,0,4,1,2,"[""Fire extinguisher"", ""Heating"", ""Wifi"", ""Kitchen"", ""Long term stays allowed"", ""Air conditioning"", ""Carbon monoxide alarm"", ""Washer"", ""First aid kit"", ""Dryer"", ""Cable TV"", ""Free parking on premises"", ""TV with standard cable"", ""Elevator"", ""Smoke alarm"", ""Essentials""]",100,30,180,30,30,180,180,30,180,0,25,55,127,11,0,0,"2015-08-29","2017-08-06",5,5,5,5,5,5,5,"f",0.15,1.5,1,0,4.60517018598809,1,"Highland",1,1,1,1,1,1,0
1238201,10,1,0,"Denver, Colorado, United States","Union Station",39.75475,-105.00533,"Entire loft",1,0,0,0,4,2,2,"[""Extra pillows and blankets"", ""Oven"", ""Patio or balcony"", ""Shampoo"", ""Dishwasher"", ""Air conditioning"", ""Carbon monoxide alarm"", ""Dishes and silverware"", ""Dryer"", ""Hot water"", ""Host greets you"", ""Bed linens"", ""Smoke alarm"", ""Essentials"", ""Children\u2019s books and toys"", ""Luggage dropoff allowed"", ""Hangers"", ""Kitchen"", ""Coffee maker"", ""Paid parking on premises"", ""Fire extinguisher"", ""Dedicated workspace"", ""Single level home"", ""Iron"", ""Free street parking"", ""Refrigerator"", ""Hair dryer"", ""TV with standard cable"", ""Elevator"", ""Microwave"", ""Cooking basics"", ""Stove"", ""Pack \u2019n Play/travel crib"", ""Heating"", ""Wifi"", ""Paid parking off premises"", ""Long term stays allowed"", ""Washer"", ""First aid kit"", ""Cable TV""]",165,30,90,30,30,90,90,30,90,0,0,0,31,63,1,0,"2015-08-16","2020-10-31",4.95,4.89,4.97,4.97,4.98,4.97,4.85,"f",0.87,1.5,1,0,5.10594547390058,1,"Union Station",2,1,1,1,1,1,1
1154806,10,0,1,"Denver, Colorado, United States","Five Points",39.75289,-104.982,"Private room in residential home",0,0,1,0,1,1,1,"[""Extra pillows and blankets"", ""Oven"", ""Patio or balcony"", ""Shampoo"", ""Dishwasher"", ""Air conditioning"", ""Toaster"", ""BBQ grill"", ""Dishes and silverware"", ""Hot water"", ""Bed linens"", ""Smoke alarm"", ""Backyard"", ""Essentials"", ""Freezer"", ""Hangers"", ""Kitchen"", ""Coffee maker"", ""Cleaning products"", ""Fire extinguisher"", ""Dedicated workspace"", ""Clothing storage: dresser and closet"", ""Free street parking"", ""Refrigerator"", ""Keypad"", ""Hair dryer"", ""Bathtub"", ""Dr Bonners body soap"", ""Stove"", ""Heating"", ""Wifi"", ""Hot water kettle"", ""Laundromat nearby"", ""Keurig coffee machine"", ""Outdoor furniture"", ""Outdoor dining area""]",82,2,7,2,2,7,1125,2,824.3,5,17,36,36,192,7,2,"2015-05-23","2021-07-11",4.83,4.91,4.83,4.96,4.94,4.78,4.84,"f",2.56,1,0,1,4.40671924726425,1,"Five Points",1,1,1,1,1,0,1
930851,10,1,0,"Denver, Colorado, United States","Washington Park West",39.69859,-104.9813,"Entire townhouse",1,0,0,0,6,3,3,"[""Extra pillows and blankets"", ""Oven"", ""Patio or balcony"", ""Shampoo"", ""Dishwasher"", ""Air conditioning"", ""Carbon monoxide alarm"", ""Dishes and silverware"", ""Dryer"", ""Hot water"", ""Bed linens"", ""Smoke alarm"", ""Essentials"", ""Private entrance"", ""Hangers"", ""Kitchen"", ""Coffee maker"", ""Free parking on premises"", ""Dedicated workspace"", ""Iron"", ""Free street parking"", ""Refrigerator"", ""Keypad"", ""Hair dryer"", ""TV with standard cable"", ""Microwave"", ""Cooking basics"", ""Stove"", ""Indoor fireplace"", ""Heating"", ""Wifi"", ""Long term stays allowed"", ""Washer"", ""Cable TV""]",223,29,500,29,29,500,500,29,500,1,24,54,329,143,5,0,"2021-01-05","2021-06-22",4.8,4.84,4.66,4.8,4.7,4.87,4.73,"f",21.45,2.5,1,0,5.40717177146012,1,"Washington Park West",2,1,1,1,1,1,1
269892,11,0,1,"Denver, Colorado, United States","Baker",39.71816,-104.9962,"Private room in townhouse",0,0,1,0,4,1,1,"[""Extra pillows and blankets"", ""Oven"", ""Patio or balcony"", ""Shampoo"", ""Dishwasher"", ""Air conditioning"", ""Carbon monoxide alarm"", ""Dishes and silverware"", ""Dryer"", ""Hot water"", ""Bed linens"", ""Smoke alarm"", ""Essentials"", ""Shower gel"", ""Luggage dropoff allowed"", ""Hangers"", ""Kitchen"", ""Coffee maker"", ""Free parking on premises"", ""Breakfast"", ""Fire extinguisher"", ""Dedicated workspace"", ""Iron"", ""Free street parking"", ""Refrigerator"", ""Hair dryer"", ""TV with standard cable"", ""Microwave"", ""Cooking basics"", ""Stove"", ""Lockbox"", ""Heating"", ""Wifi"", ""Long term stays allowed"", ""Washer"", ""First aid kit"", ""Cable TV"", ""Baking sheet""]",55,7,1125,7,7,1125,1125,7,1125,0,0,11,258,102,3,0,"2015-08-01","2021-05-03",4.97,4.99,4.92,4.94,4.98,4.92,4.94,"f",1.4,1,1,0,4.00733318523247,1,"Baker",1,1,1,1,1,1,1
10951,12,0,1,"Denver, Colorado, United States","City Park West",39.7413,-104.96934,"Private room in residential home",0,0,1,0,2,1,1,"[""Oven"", ""Patio or balcony"", ""Shampoo"", ""Dishwasher"", ""Air conditioning"", ""Carbon monoxide alarm"", ""Dishes and silverware"", ""Dryer"", ""Hot water"", ""Smoke alarm"", ""TV"", ""Backyard"", ""Essentials"", ""Freezer"", ""Luggage dropoff allowed"", ""Hangers"", ""Kitchen"", ""Coffee maker"", ""Breakfast"", ""Fire extinguisher"", ""Dedicated workspace"", ""Iron"", ""Free street parking"", ""Refrigerator"", ""Hair dryer"", ""Microwave"", ""Cooking basics"", ""Stove"", ""Portable fans"", ""Indoor fireplace"", ""Heating"", ""Wifi"", ""Long term stays allowed"", ""Washer"", ""First aid kit"", ""Piano""]",55,2,30,2,2,30,30,2,30,1,1,20,20,329,4,3,"2016-07-07","2021-07-11",4.86,4.81,4.82,4.91,4.91,4.87,4.84,"f",5.36,1.5,0,1,4.00733318523247,1,"City Park West",1,1,1,1,1,1,1
2370964,9,1,0,"Denver, Colorado, United States","Clayton",39.76586,-104.95459,"Entire residential home",1,0,0,0,4,2,2,"[""Sound system"", ""Wine glasses"", ""Extra pillows and blankets"", ""Oven"", ""Patio or balcony"", ""Shampoo"", ""Dishwasher"", ""Carbon monoxide alarm"", ""Toaster"", ""Dishes and silverware"", ""Dryer"", ""Hot water"", ""Bed linens"", ""TV"", ""Smoke alarm"", ""Backyard"", ""Essentials"", ""Freezer"", ""Record player"", ""Luggage dropoff allowed"", ""Hangers"", ""Kitchen"", ""Coffee maker"", ""Free parking on premises"", ""Conditioner"", ""Cleaning products"", ""Fire extinguisher"", ""Dedicated workspace"", ""Single level home"", ""Iron"", ""Clothing storage: dresser and closet"", ""Free street parking"", ""Refrigerator"", ""Hair dryer"", ""Bathtub"", ""Microwave"", ""Cooking basics"", ""Wifi \u2013 100 Mbps"", ""Stove"", ""Ceiling fan"", ""Portable fans"", ""Lockbox"", ""Heating"", ""Body soap"", ""Hot water kettle"", ""Long term stays allowed"", ""Washer"", ""First aid kit"", ""Dining table"", ""Outdoor furniture"", ""Outdoor dining area"", ""Baking sheet""]",155,4,30,4,4,30,30,4,30,0,5,34,34,50,5,2,"2014-03-11","2021-07-05",4.88,4.79,4.69,5,4.98,4.65,4.77,"f",0.56,2,1,0,5.04342511691925,1,"Clayton",2,1,1,1,0,1,1
2563107,9,0,1,"Denver, Colorado, United States","City Park West",39.74428,-104.96285,"Entire rental unit",1,0,0,0,2,1,1,"[""Oven"", ""Shampoo"", ""Dishwasher"", ""Air conditioning"", ""Carbon monoxide alarm"", ""Dishes and silverware"", ""Dryer"", ""Hot water"", ""Smoke alarm"", ""TV"", ""Essentials"", ""Hangers"", ""Kitchen"", ""Coffee maker"", ""Free parking on premises"", ""Fire extinguisher"", ""Iron"", ""Free street parking"", ""Refrigerator"", ""Hair dryer"", ""Elevator"", ""Microwave"", ""Cooking basics"", ""Stove"", ""Lockbox"", ""Heating"", ""Wifi"", ""Long term stays allowed"", ""Washer"", ""First aid kit""]",118,60,1125,60,60,1125,1125,60,1125,0,6,6,154,205,4,0,"2012-10-08","2021-06-06",4.79,4.75,4.69,4.95,4.92,4.76,4.78,"f",1.92,1,1,0,4.77068462446567,1,"City Park West",2,1,1,1,1,1,1
1313972,10,0,1,"Denver, Colorado, United States","City Park West",39.74032,-104.96,"Private room in residential home",0,0,1,0,2,1,1,"[""Patio or balcony"", ""Shampoo"", ""Air conditioning"", ""Carbon monoxide alarm"", ""Dishes and silverware"", ""Dryer"", ""Hot water"", ""Lock on bedroom door"", ""Smoke alarm"", ""Backyard"", ""Security cameras on property"", ""Essentials"", ""Private entrance"", ""Luggage dropoff allowed"", ""Hangers"", ""Kitchen"", ""Free parking on premises"", ""Fire extinguisher"", ""Dedicated workspace"", ""Iron"", ""Free street parking"", ""Refrigerator"", ""Keypad"", ""Hair dryer"", ""Cooking basics"", ""Stove"", ""Heating"", ""Wifi"", ""Long term stays allowed"", ""Washer""]",50,30,1125,30,30,1125,1125,30,1125,0,0,14,289,154,4,0,"2016-09-05","2021-05-01",4.76,4.79,4.92,4.86,4.85,4.8,4.72,"f",2.59,1,1,0,3.91202300542815,1,"City Park West",1,1,1,1,1,0,1
2832150,9,1,0,"Denver, Colorado, United States","Five Points",39.76746,-104.97948,"Entire loft",1,0,0,0,4,2,2,"[""Fire extinguisher"", ""Heating"", ""Wifi"", ""Dedicated workspace"", ""Hangers"", ""Kitchen"", ""Shampoo"", ""Free street parking"", ""Long term stays allowed"", ""Washer"", ""First aid kit"", ""Dryer"", ""Hot water"", ""Cable TV"", ""Hair dryer"", ""TV with standard cable"", ""Keypad"", ""Smoke alarm"", ""Essentials""]",200,180,180,180,180,180,180,180,180,30,60,90,365,37,0,0,"2014-05-01","2017-01-09",4.59,4.61,4.42,4.44,4.78,4.53,4.28,"t",0.42,1,1,0,5.29831736654804,1,"Five Points",2,1,1,1,0,1,0
2157095,9,0,1,"Denver, Colorado, United States","Highland",39.76659,-105.00957,"Entire townhouse",1,0,0,0,4,2,2,"[""Baby safety gates"", ""Extra pillows and blankets"", ""Oven"", ""Patio or balcony"", ""Shampoo"", ""Dishwasher"", ""Carbon monoxide alarm"", ""BBQ grill"", ""Dishes and silverware"", ""Dryer"", ""Hot water"", ""Bed linens"", ""Smoke alarm"", ""Backyard"", ""Essentials"", ""Private entrance"", ""Cleaning before checkout"", ""Luggage dropoff allowed"", ""Hangers"", ""Kitchen"", ""Coffee maker"", ""Dedicated workspace"", ""Iron"", ""Free street parking"", ""Refrigerator"", ""Keypad"", ""Hair dryer"", ""Bathtub"", ""TV with standard cable"", ""Microwave"", ""Cooking basics"", ""Stove"", ""Pack \u2019n Play/travel crib"", ""Heating"", ""Wifi"", ""Long term stays allowed"", ""Washer"", ""Cable TV""]",122,29,180,29,29,180,180,29,180,0,0,0,17,163,0,0,"2015-05-22","2020-03-13",4.88,4.94,4.9,4.97,4.91,4.95,4.88,"f",2.17,2,1,0,4.80402104473326,1,"Highland",2,1,1,1,0,1,1
