"host_id","host_yrs_exp","host_is_superhost.f","host_is_superhost.t","neighbourhood","neighbourhood_cleansed","latitude","longitude","property_type","room_entire","room_hotel","room_private","room_shared","accommodates","bedrooms","beds","amenities","price","minimum_nights","maximum_nights","minimum_minimum_nights","maximum_minimum_nights","minimum_maximum_nights","maximum_maximum_nights","minimum_nights_avg_ntm","maximum_nights_avg_ntm","availability_30","availability_60","availability_90","availability_365","number_of_reviews","number_of_reviews_ltm","number_of_reviews_l30d","first_review","last_review","review_scores_rating","review_scores_accuracy","review_scores_cleanliness","review_scores_checkin","review_scores_communication","review_scores_location","review_scores_value","instant_bookable","reviews_per_month","n_bathrooms","bathroom_private","bathroom_shared","log_price","amenity_qty","fNBHD","entire_prop","has_wifi","has_parking","has_heating","has_ac","has_tv","has_fridge"
6526458,8,0,1,"Denver, Colorado, United States","Hale",39.73074,-104.93157,"Entire condominium (condo)",1,0,0,0,2,1,1,"[""Wine glasses"", ""Extra pillows and blankets"", ""Oven"", ""Patio or balcony"", ""Air conditioning"", ""Carbon monoxide alarm"", ""Toaster"", ""Dishes and silverware"", ""Dryer"", ""Hot water"", ""Host greets you"", ""Bed linens"", ""Smoke alarm"", ""TV"", ""Essentials"", ""Freezer"", ""Private entrance"", ""Hangers"", ""Kitchen"", ""Coffee maker"", ""Free parking on premises"", ""Iron"", ""Free street parking"", ""Nespresso machine"", ""Refrigerator"", ""Hair dryer"", ""Bathtub"", ""Elevator"", ""Microwave"", ""Cooking basics"", ""Stove"", ""Heating"", ""Wifi"", ""Hot water kettle"", ""Gym"", ""Pool"", ""Long term stays allowed"", ""Washer"", ""First aid kit"", ""Outdoor furniture"", ""Baking sheet""]",56,30,1125,30,30,1125,1125,30,1125,18,18,18,167,11,7,1,"2019-04-24","2021-06-30",5,5,5,4.9,5,4.9,4.7,"t",0.4,1,1,0,4.02535169073515,1,"Hale",2,1,1,1,1,1,1
92005586,5,1,0,"Denver, Colorado, United States","Jefferson Park",39.7578,-105.02366,"Entire residential home",1,0,0,0,8,3,4,"[""Hot water"", ""Iron"", ""TV"", ""Backyard"", ""Coffee maker"", ""Dryer"", ""Heating"", ""Dedicated workspace"", ""Hair dryer"", ""Refrigerator"", ""Oven"", ""Microwave"", ""Shampoo"", ""Patio or balcony"", ""Essentials"", ""Smoke alarm"", ""Long term stays allowed"", ""Dishwasher"", ""Washer"", ""Dishes and silverware"", ""Stove"", ""Cooking basics"", ""Carbon monoxide alarm"", ""Free parking on premises"", ""Hangers"", ""Kitchen"", ""Wifi"", ""Fire extinguisher"", ""Free street parking"", ""Air conditioning""]",275,29,1125,29,29,1125,1125,29,1125,20,50,80,260,44,0,0,"2019-04-28","2020-07-12",4.93,4.98,4.93,4.93,5,4.98,4.91,"t",1.62,1,1,0,5.61677109766657,1,"Jefferson Park",2,1,1,1,1,1,1
113886802,4,1,0,"Denver, Colorado, United States","Valverde",39.71495,-105.02134,"Entire guest suite",1,0,0,0,4,2,2,"[""Extra pillows and blankets"", ""Crib"", ""Shampoo"", ""Carbon monoxide alarm"", ""Dishes and silverware"", ""Hot water"", ""Bed linens"", ""Smoke alarm"", ""TV"", ""Essentials"", ""Private entrance"", ""Hangers"", ""Kitchen"", ""Coffee maker"", ""Breakfast"", ""Fire extinguisher"", ""Dedicated workspace"", ""Iron"", ""Free street parking"", ""Refrigerator"", ""Keypad"", ""Hair dryer"", ""Microwave"", ""Cooking basics"", ""Stove"", ""Pack \u2019n Play/travel crib"", ""Heating"", ""Wifi"", ""Long term stays allowed"", ""First aid kit""]",96,2,29,2,2,29,29,2,29,7,23,45,134,90,27,1,"2019-07-27","2021-06-29",4.7,4.73,4.84,4.88,4.94,4.7,4.68,"f",3.71,1,1,0,4.56434819146784,1,"Valverde",2,1,1,1,0,1,1
36403245,6,0,1,"Denver, Colorado, United States","Five Points",39.75659,-104.98155,"Private room in residential home",0,0,1,0,6,2,2,"[""Extra pillows and blankets"", ""Oven"", ""Patio or balcony"", ""Shampoo"", ""Dishwasher"", ""Air conditioning"", ""Carbon monoxide alarm"", ""BBQ grill"", ""Dishes and silverware"", ""Dryer"", ""Hot water"", ""Host greets you"", ""Bed linens"", ""Smoke alarm"", ""TV"", ""Backyard"", ""Essentials"", ""Shower gel"", ""Luggage dropoff allowed"", ""Hangers"", ""Kitchen"", ""Coffee maker"", ""Barbecue utensils"", ""Free parking on premises"", ""Fire extinguisher"", ""Dedicated workspace"", ""Iron"", ""Free street parking"", ""Refrigerator"", ""Hair dryer"", ""Bathtub"", ""Microwave"", ""Cooking basics"", ""Fireplace guards"", ""Stove"", ""Indoor fireplace"", ""Heating"", ""Wifi"", ""Long term stays allowed"", ""Washer"", ""First aid kit"", ""Baking sheet""]",133,1,60,1,1,1125,1125,1,1125,6,16,35,304,106,40,3,"2019-07-22","2021-07-07",4.87,4.89,4.92,4.92,4.9,4.93,4.87,"t",4.34,1,1,0,4.89034912822175,1,"Five Points",1,1,1,1,1,1,1
49501042,6,1,0,"Denver, Colorado, United States","CBD",39.74382,-104.99024,"Entire condominium (condo)",1,0,0,0,2,1,1,"[""Oven"", ""Shampoo"", ""Dishwasher"", ""Air conditioning"", ""Carbon monoxide alarm"", ""Dishes and silverware"", ""Dryer"", ""Hot water"", ""Bed linens"", ""Smoke alarm"", ""Essentials"", ""Private entrance"", ""Hangers"", ""Kitchen"", ""Coffee maker"", ""Free parking on premises"", ""Fire extinguisher"", ""Iron"", ""Refrigerator"", ""Keypad"", ""Hair dryer"", ""TV with standard cable"", ""Elevator"", ""Microwave"", ""Cooking basics"", ""Stove"", ""Heating"", ""Wifi"", ""Gym"", ""Long term stays allowed"", ""Washer"", ""First aid kit"", ""Cable TV""]",70,31,1125,31,31,1125,1125,31,1125,1,1,1,80,6,4,0,"2020-04-18","2021-05-22",5,5,4.83,5,5,4.83,5,"f",0.39,1,1,0,4.24849524204936,1,"CBD",2,1,1,1,1,1,1
13868914,7,1,0,"Denver, Colorado, United States","City Park West",39.74973,-104.97102,"Private room in residential home",0,0,1,0,2,1,1,"[""Shampoo"", ""Air conditioning"", ""Carbon monoxide alarm"", ""Dishes and silverware"", ""Dryer"", ""Hot water"", ""Host greets you"", ""Lock on bedroom door"", ""Smoke alarm"", ""TV"", ""Essentials"", ""Luggage dropoff allowed"", ""Hangers"", ""Kitchen"", ""High chair"", ""Free parking on premises"", ""Breakfast"", ""Fire extinguisher"", ""Dedicated workspace"", ""Iron"", ""Hair dryer"", ""Cooking basics"", ""Indoor fireplace"", ""Heating"", ""Wifi"", ""Long term stays allowed"", ""Washer""]",74,1,1125,1,1,1125,1125,1,1125,0,0,0,17,6,0,0,"2019-09-27","2020-07-11",5,5,4.83,5,5,4.83,5,"f",0.27,1,1,0,4.30406509320417,1,"City Park West",1,1,1,1,1,1,0
21738634,7,1,0,"Denver, Colorado, United States","Rosedale",39.67611,-104.97568,"Entire guest suite",1,0,0,0,6,2,3,"[""Clothing storage"", ""Extra pillows and blankets"", ""Patio or balcony"", ""Shampoo"", ""Carbon monoxide alarm"", ""Dishes and silverware"", ""Hot water"", ""Bed linens"", ""Smoke alarm"", ""Essentials"", ""Mini fridge"", ""Private entrance"", ""Hangers"", ""Coffee maker"", ""Dedicated workspace"", ""Iron"", ""Free street parking"", ""Keypad"", ""Hair dryer"", ""Microwave"", ""Heating"", ""Wifi"", ""Hot water kettle"", ""Long term stays allowed"", ""Washer"", ""Dining table""]",132,1,30,1,3,1125,1125,2.4,1125,14,44,74,234,129,47,3,"2019-08-07","2021-07-04",4.74,4.84,4.88,4.97,4.92,4.97,4.84,"f",5.4,1,1,0,4.88280192258637,1,"Rosedale",2,1,1,1,0,0,0
257668522,2,0,1,"Denver, Colorado, United States","Capitol Hill",39.73705,-104.97627,"Private room in townhouse",0,0,1,0,2,1,1,"[""Extra pillows and blankets"", ""Patio or balcony"", ""Shampoo"", ""Air conditioning"", ""Carbon monoxide alarm"", ""Dishes and silverware"", ""Dryer"", ""Hot water"", ""Bed linens"", ""Lock on bedroom door"", ""Smoke alarm"", ""Security cameras on property"", ""Room-darkening shades"", ""Essentials"", ""Mini fridge"", ""Private entrance"", ""Hangers"", ""Coffee maker"", ""Conditioner"", ""Fire extinguisher"", ""Dedicated workspace"", ""Iron"", ""Free street parking"", ""Refrigerator"", ""Keypad"", ""Hair dryer"", ""Bathtub"", ""TV with standard cable"", ""Microwave"", ""Heating"", ""Wifi"", ""Clothing storage: closet"", ""Body soap"", ""Long term stays allowed"", ""Keurig coffee machine"", ""Cable TV"", ""Outdoor furniture""]",66,2,1125,2,2,1125,1125,2,1125,0,2,3,138,110,47,3,"2019-12-11","2021-07-08",4.82,4.93,4.93,4.96,4.91,4.93,4.84,"f",5.58,1,1,0,4.18965474202643,1,"Capitol Hill",1,1,1,1,1,1,1
203565064,3,0,1,"","Jefferson Park",39.74936,-105.02385,"Entire residential home",1,0,0,0,12,4,7,"[""Ethernet connection"", ""Wine glasses"", ""Private patio or balcony"", ""Extra pillows and blankets"", ""Oven"", ""Shampoo"", ""Dishwasher"", ""Air conditioning"", ""Carbon monoxide alarm"", ""Toaster"", ""Dishes and silverware"", ""Dryer"", ""Hot water"", ""BBQ grill"", ""Bed linens"", ""Smoke alarm"", ""Backyard"", ""Security cameras on property"", ""Essentials"", ""Mini fridge"", ""Freezer"", ""Private entrance"", ""Smart lock"", ""Shower gel"", ""Board games"", ""Hangers"", ""Kitchen"", ""High chair"", ""Coffee maker"", ""Barbecue utensils"", ""Free parking on premises"", ""Conditioner"", ""Fire extinguisher"", ""Dedicated workspace"", ""Iron"", ""HDTV with Netflix, premium cable, Roku, standard cable"", ""Free street parking"", ""Refrigerator"", ""Hair dryer"", ""Bathtub"", ""Microwave"", ""Cooking basics"", ""Stove"", ""Ceiling fan"", ""Indoor fireplace"", ""Pack \u2019n Play/travel crib"", ""Heating"", ""Wifi"", ""Clothing storage: closet"", ""Body soap"", ""Hot water kettle"", ""Long term stays allowed"", ""Washer"", ""First aid kit"", ""Cable TV"", ""Dining table"", ""Outdoor furniture"", ""Outdoor dining area"", ""Baking sheet""]",1100,4,1125,2,4,1125,1125,4,1125,2,2,2,109,21,13,1,"2019-10-06","2021-07-14",4.95,4.95,4.95,4.95,4.95,5,4.9,"f",0.96,4,1,0,7.00306545878646,1,"Jefferson Park",2,1,1,1,1,1,1
151394248,4,1,0,"Denver, Colorado, United States","Harvey Park",39.67049,-105.04916,"Entire residential home",1,0,0,0,6,3,3,"[""Ethernet connection"", ""Oven"", ""Patio or balcony"", ""Shampoo"", ""Dishwasher"", ""Carbon monoxide alarm"", ""BBQ grill"", ""Dishes and silverware"", ""Bed linens"", ""Smoke alarm"", ""TV"", ""Security cameras on property"", ""Essentials"", ""Backyard"", ""Private entrance"", ""Hangers"", ""Kitchen"", ""Coffee maker"", ""Free parking on premises"", ""Fire extinguisher"", ""Iron"", ""Refrigerator"", ""Hair dryer"", ""Bathtub"", ""Microwave"", ""Indoor fireplace"", ""Heating"", ""Wifi"", ""Long term stays allowed"", ""First aid kit""]",248,3,1125,3,3,1125,1125,3,1125,9,22,52,317,30,18,1,"2019-05-05","2021-07-12",4.97,5,4.83,5,5,4.97,4.87,"t",1.11,2,1,0,5.51342874616498,1,"Harvey Park",2,1,1,1,0,1,1
21789987,7,1,0,"Denver, Colorado, United States","Sunnyside",39.77148,-105.01135,"Entire rental unit",1,0,0,0,3,1,1,"[""Hot water"", ""Breakfast"", ""Iron"", ""Backyard"", ""Coffee maker"", ""Dryer"", ""Heating"", ""Dedicated workspace"", ""Hair dryer"", ""Refrigerator"", ""Oven"", ""Microwave"", ""Shampoo"", ""Patio or balcony"", ""Essentials"", ""Lockbox"", ""First aid kit"", ""Smoke alarm"", ""Long term stays allowed"", ""Washer"", ""Dishes and silverware"", ""Stove"", ""Cooking basics"", ""Private entrance"", ""Carbon monoxide alarm"", ""Free parking on premises"", ""Hangers"", ""Kitchen"", ""Wifi"", ""Fire extinguisher"", ""Free street parking"", ""Air conditioning""]",70,2,30,2,2,1125,1125,2,1125,0,0,0,0,9,3,0,"2019-05-19","2021-04-28",4.67,4.78,4.56,4.89,5,5,5,"f",0.34,1,1,0,4.24849524204936,1,"Sunnyside",2,1,1,1,1,0,1
375213456,1,1,0,"Denver, Colorado, United States","Elyria Swansea",39.77627,-104.95171,"Entire guest suite",1,0,0,0,4,2,2,"[""Clothing storage"", ""Extra pillows and blankets"", ""Patio or balcony"", ""Shampoo"", ""BBQ grill"", ""Carbon monoxide alarm"", ""Hot water"", ""Bed linens"", ""Smoke alarm"", ""Essentials"", ""Mini fridge"", ""Private entrance"", ""Hangers"", ""Conditioner"", ""Dedicated workspace: table"", ""Free street parking"", ""Keypad"", ""Bathtub"", ""Microwave"", ""Heating"", ""Wifi"", ""Hot water kettle"", ""Long term stays allowed""]",123,1,30,1,3,1125,1125,2.4,1125,12,39,69,227,101,28,4,"2019-06-13","2021-07-20",4.8,4.81,4.86,4.97,4.94,4.67,4.73,"f",3.92,1,1,0,4.81218435537242,1,"Elyria Swansea",2,1,1,1,0,0,0
258657047,2,1,0,"Denver, Colorado, United States","Harvey Park South",39.66701,-105.04494,"Entire guest suite",1,0,0,0,8,3,3,"[""Clothing storage"", ""Extra pillows and blankets"", ""Shampoo"", ""Carbon monoxide alarm"", ""Dishes and silverware"", ""Hot water"", ""Bed linens"", ""Smoke alarm"", ""Essentials"", ""Mini fridge"", ""Private entrance"", ""Hangers"", ""Dedicated workspace"", ""Free street parking"", ""Keypad"", ""Hair dryer"", ""Microwave"", ""Heating"", ""Wifi"", ""Hot water kettle"", ""Long term stays allowed""]",1000,29,30,29,29,1125,1125,29,1125,0,0,0,89,96,29,0,"2019-08-04","2021-03-28",4.65,4.81,4.6,4.93,4.9,4.81,4.77,"f",4,1,1,0,6.90775527898214,1,"Harvey Park South",2,1,1,1,0,0,0
229095817,3,1,0,"Denver, Colorado, United States","Clayton",39.7623,-104.95497,"Entire guest suite",1,0,0,0,6,2,3,"[""Hot water"", ""Hot water kettle"", ""Backyard"", ""Heating"", ""Dryer"", ""Mini fridge"", ""Dedicated workspace"", ""Hair dryer"", ""Keypad"", ""Microwave"", ""Shampoo"", ""Essentials"", ""Clothing storage"", ""Smoke alarm"", ""Long term stays allowed"", ""Washer"", ""Dishes and silverware"", ""Private entrance"", ""Carbon monoxide alarm"", ""Hangers"", ""Extra pillows and blankets"", ""Wifi"", ""Free street parking"", ""Bed linens""]",250,3,30,3,3,1125,1125,3,1125,0,0,0,0,113,28,0,"2019-07-23","2021-02-26",4.88,4.92,4.9,4.97,4.96,4.77,4.79,"f",4.64,1,1,0,5.52146091786225,1,"Clayton",2,1,1,1,0,0,0
34917261,6,1,0,"Denver, Colorado, United States","Sloan Lake",39.74753,-105.02905,"Entire townhouse",1,0,0,0,6,2,4,"[""Wine glasses"", ""Extra pillows and blankets"", ""Oven"", ""Patio or balcony"", ""Shampoo"", ""Dishwasher"", ""Air conditioning"", ""Carbon monoxide alarm"", ""Toaster"", ""Dishes and silverware"", ""Dryer"", ""Hot water"", ""BBQ grill"", ""Bed linens"", ""TV"", ""Smoke alarm"", ""Room-darkening shades"", ""Essentials"", ""Mini fridge"", ""Freezer"", ""Private entrance"", ""Record player"", ""Shower gel"", ""Board games"", ""Hangers"", ""Clothing storage: closet, walk-in closet, and dresser"", ""Kitchen"", ""Coffee maker"", ""Conditioner"", ""Cleaning products"", ""Fire extinguisher"", ""Dedicated workspace"", ""Iron"", ""Free street parking"", ""Nespresso machine"", ""Refrigerator"", ""Hair dryer"", ""Bathtub"", ""Microwave"", ""Cooking basics"", ""Stove"", ""Lockbox"", ""Indoor fireplace"", ""Heating"", ""Wifi"", ""Body soap"", ""Hot water kettle"", ""Lake access"", ""Long term stays allowed"", ""Keurig coffee machine"", ""Washer"", ""First aid kit"", ""Outdoor furniture"", ""Bluetooth sound system"", ""Outdoor dining area"", ""Baking sheet""]",175,4,1125,4,10,1125,1125,4.4,1125,1,2,7,16,13,0,0,"2019-07-25","2020-02-24",4.85,4.92,4.85,5,5,4.92,4.77,"f",0.53,2.5,1,0,5.16478597392351,1,"Sloan Lake",2,1,1,1,1,1,1
46412627,6,1,0,"Denver, Colorado, United States","Sunnyside",39.76946,-105.01949,"Entire guest suite",1,0,0,0,6,1,3,"[""Hot water"", ""Iron"", ""TV"", ""Hot water kettle"", ""Dryer"", ""Heating"", ""Mini fridge"", ""Dedicated workspace"", ""Hair dryer"", ""Keypad"", ""Microwave"", ""Shampoo"", ""Patio or balcony"", ""Essentials"", ""Smoke alarm"", ""Long term stays allowed"", ""Washer"", ""Dishes and silverware"", ""Private entrance"", ""Carbon monoxide alarm"", ""Hangers"", ""Extra pillows and blankets"", ""Wifi"", ""Shower gel"", ""Free street parking"", ""Clothing storage: dresser and closet"", ""Bed linens"", ""Air conditioning""]",138,3,30,2,3,1125,1125,2.9,1125,0,0,0,0,74,10,0,"2019-09-19","2021-02-24",4.86,4.97,4.99,4.96,4.92,4.95,4.91,"f",3.3,1,1,0,4.92725368515721,1,"Sunnyside",2,1,1,1,1,1,0
259016164,2,0,1,"Denver, Colorado, United States","Goldsmith",39.67766,-104.93285,"Entire townhouse",1,0,0,0,7,3,3,"[""Oven"", ""Patio or balcony"", ""Shampoo"", ""Dishwasher"", ""Air conditioning"", ""Carbon monoxide alarm"", ""Dishes and silverware"", ""Dryer"", ""Hot water"", ""Smoke alarm"", ""TV"", ""Backyard"", ""Essentials"", ""Private entrance"", ""Hangers"", ""Kitchen"", ""Coffee maker"", ""Free parking on premises"", ""Fire extinguisher"", ""Dedicated workspace"", ""Single level home"", ""Iron"", ""Free street parking"", ""Refrigerator"", ""Hair dryer"", ""Microwave"", ""Cooking basics"", ""Stove"", ""Lockbox"", ""Heating"", ""Wifi"", ""Long term stays allowed"", ""Washer""]",225,30,1125,30,30,1125,1125,30,1125,18,48,78,352,8,3,1,"2019-05-12","2021-07-01",5,4.75,4.88,4.75,4.63,4.5,4.75,"f",0.3,2,1,0,5.41610040220442,1,"Goldsmith",2,1,1,1,1,1,1
259016164,2,0,1,"Denver, Colorado, United States","University Hills",39.67725,-104.93343,"Entire townhouse",1,0,0,0,7,3,3,"[""Shampoo"", ""Air conditioning"", ""Carbon monoxide alarm"", ""Dryer"", ""Hot water"", ""Backyard"", ""Smoke alarm"", ""TV"", ""Essentials"", ""Private entrance"", ""Hangers"", ""Kitchen"", ""Free parking on premises"", ""Breakfast"", ""Fire extinguisher"", ""Iron"", ""Free street parking"", ""Hair dryer"", ""Heating"", ""Wifi"", ""Long term stays allowed"", ""Washer""]",215,30,1125,30,30,1125,1125,30,1125,5,5,5,268,4,3,0,"2020-11-26","2020-12-30",5,5,5,5,5,4.75,4.75,"f",0.5,2,1,0,5.37063802812766,1,"University Hills",2,1,1,1,1,1,0
49053892,6,0,1,"Denver, Colorado, United States","Elyria Swansea",39.77395,-104.95123,"Private room in residential home",0,0,1,0,4,1,1,"[""Oven"", ""Shampoo"", ""Dishwasher"", ""Carbon monoxide alarm"", ""Dishes and silverware"", ""Dryer"", ""Hot water"", ""Bed linens"", ""Smoke alarm"", ""TV"", ""Security cameras on property"", ""Room-darkening shades"", ""Essentials"", ""Hangers"", ""Kitchen"", ""Coffee maker"", ""Breakfast"", ""Fire extinguisher"", ""Dedicated workspace"", ""Iron"", ""Refrigerator"", ""Keypad"", ""Hair dryer"", ""Microwave"", ""Cooking basics"", ""Hot tub"", ""Stove"", ""Indoor fireplace"", ""Heating"", ""Wifi"", ""Long term stays allowed"", ""Washer"", ""First aid kit""]",79,1,1125,1,1,1125,1125,1,1125,6,17,42,218,217,113,12,"2019-05-08","2021-07-18",4.92,4.94,4.87,4.96,4.93,4.79,4.86,"t",8.06,2,0,1,4.36944785246702,1,"Elyria Swansea",1,1,0,1,0,1,1
259275566,2,0,1,"Denver, Colorado, United States","Speer",39.71502,-104.98364,"Entire residential home",1,0,0,0,4,2,3,"[""Sound system"", ""Ethernet connection"", ""Extra pillows and blankets"", ""Oven"", ""Patio or balcony"", ""Shampoo"", ""Dishwasher"", ""Air conditioning"", ""Carbon monoxide alarm"", ""Toaster"", ""Dishes and silverware"", ""Dryer"", ""Hot water"", ""BBQ grill"", ""Bed linens"", ""TV"", ""Smoke alarm"", ""Backyard"", ""Essentials"", ""Freezer"", ""Private entrance"", ""Hangers"", ""Kitchen"", ""Coffee maker"", ""Barbecue utensils"", ""Free parking on premises"", ""Conditioner"", ""Cleaning products"", ""Clothing storage: dresser"", ""Fire extinguisher"", ""Dedicated workspace"", ""Iron"", ""Free street parking"", ""Refrigerator"", ""Hair dryer"", ""Bathtub"", ""Microwave"", ""Cooking basics"", ""Hot tub"", ""Stove"", ""Lockbox"", ""Ceiling fan"", ""Indoor fireplace"", ""Heating"", ""Wifi"", ""Long term stays allowed"", ""Washer"", ""First aid kit"", ""Dining table"", ""Outdoor furniture"", ""Outdoor dining area"", ""Piano""]",232,5,45,5,6,45,45,5.3,45,2,4,4,4,24,6,0,"2019-06-02","2021-05-03",4.88,5,5,4.96,5,4.96,4.79,"f",0.92,2,1,0,5.44673737166631,1,"Speer",2,1,1,1,1,1,1
49053892,6,0,1,"Denver, Colorado, United States","Elyria Swansea",39.77598,-104.94978,"Private room in residential home",0,0,1,0,4,1,1,"[""Oven"", ""Shampoo"", ""Dishwasher"", ""Carbon monoxide alarm"", ""Dishes and silverware"", ""Dryer"", ""Hot water"", ""Bed linens"", ""Smoke alarm"", ""TV"", ""Security cameras on property"", ""Room-darkening shades"", ""Essentials"", ""Hangers"", ""Kitchen"", ""Coffee maker"", ""Breakfast"", ""Fire extinguisher"", ""Dedicated workspace"", ""Iron"", ""Refrigerator"", ""Keypad"", ""Hair dryer"", ""Microwave"", ""Cooking basics"", ""Hot tub"", ""Stove"", ""Indoor fireplace"", ""Heating"", ""Wifi"", ""Long term stays allowed"", ""Washer"", ""First aid kit""]",64,1,1125,1,1,1125,1125,1,1125,0,9,21,177,234,111,9,"2019-05-09","2021-07-21",4.85,4.88,4.85,4.94,4.96,4.81,4.85,"t",8.7,2,1,0,4.15888308335967,1,"Elyria Swansea",1,1,0,1,0,1,1
11910023,7,1,0,"Denver, Colorado, United States","Montclair",39.73953,-104.91033,"Entire residential home",1,0,0,0,4,2,2,"[""Oven"", ""Patio or balcony"", ""Shampoo"", ""Dishwasher"", ""Air conditioning"", ""Carbon monoxide alarm"", ""BBQ grill"", ""Dishes and silverware"", ""Dryer"", ""Hot water"", ""Smoke alarm"", ""TV"", ""Essentials"", ""Private entrance"", ""Luggage dropoff allowed"", ""Hangers"", ""Kitchen"", ""Coffee maker"", ""Free parking on premises"", ""Fire extinguisher"", ""Dedicated workspace"", ""Single level home"", ""Iron"", ""Free street parking"", ""Refrigerator"", ""Keypad"", ""Hair dryer"", ""Microwave"", ""Cooking basics"", ""Stove"", ""Heating"", ""Wifi"", ""Long term stays allowed"", ""Washer"", ""First aid kit""]",89,30,90,30,30,90,90,30,90,0,3,3,125,67,29,1,"2019-06-30","2021-07-08",4.79,4.85,4.85,4.88,4.92,4.74,4.77,"f",2.66,1,1,0,4.48863636973214,1,"Montclair",2,1,1,1,1,1,1
25229782,7,1,0,"Denver, Colorado, United States","Congress Park",39.72734,-104.95694,"Private room in residential home",0,0,1,0,1,1,1,"[""Fire extinguisher"", ""Heating"", ""Wifi"", ""Luggage dropoff allowed"", ""Shampoo"", ""Long term stays allowed"", ""Carbon monoxide alarm"", ""Hot water"", ""Lock on bedroom door"", ""Smoke alarm"", ""Security cameras on property"", ""Essentials""]",70,1,400,1,1,400,400,1,400,0,0,0,0,1,0,0,"2019-06-16","2019-06-16",5,5,5,5,5,5,5,"f",0.04,2,0,1,4.24849524204936,1,"Congress Park",1,1,0,1,0,0,0
175913471,3,1,0,"Denver, Colorado, United States","Clayton",39.76616,-104.95642,"Entire residential home",1,0,0,0,4,2,2,"[""Oven"", ""Patio or balcony"", ""Shampoo"", ""Dishwasher"", ""Carbon monoxide alarm"", ""BBQ grill"", ""Dishes and silverware"", ""Dryer"", ""Hot water"", ""Bed linens"", ""Smoke alarm"", ""Backyard"", ""Security cameras on property"", ""Room-darkening shades"", ""Essentials"", ""Private entrance"", ""Shower gel"", ""Hangers"", ""Kitchen"", ""Coffee maker"", ""Barbecue utensils"", ""Fire extinguisher"", ""Iron"", ""Free street parking"", ""Refrigerator"", ""Keypad"", ""Hair dryer"", ""TV with standard cable"", ""Microwave"", ""Cooking basics"", ""Stove"", ""Heating"", ""Wifi"", ""Washer"", ""First aid kit"", ""Cable TV"", ""Baking sheet""]",150,2,7,2,2,7,7,2,7,1,9,23,105,8,2,0,"2019-11-11","2021-02-21",5,5,5,5,5,5,4.88,"f",0.39,1,1,0,5.01063529409626,1,"Clayton",2,1,1,1,0,1,1
2224115,9,0,1,"Denver, Colorado, United States","West Highland",39.7664,-105.02751,"Entire bungalow",1,0,0,0,4,3,4,"[""Wine glasses"", ""Central heating"", ""Extra pillows and blankets"", ""Oven"", ""Patio or balcony"", ""Shampoo"", ""Dishwasher"", ""Carbon monoxide alarm"", ""Toaster"", ""BBQ grill"", ""Dishes and silverware"", ""Hot water"", ""Bed linens"", ""TV"", ""Smoke alarm"", ""Security cameras on property"", ""Essentials"", ""Mini fridge"", ""Backyard"", ""Freezer"", ""Private entrance"", ""Smart lock"", ""Shower gel"", ""Luggage dropoff allowed"", ""Hangers"", ""Drying rack for clothing"", ""Kitchen"", ""Coffee maker"", ""Barbecue utensils"", ""Conditioner"", ""Central air conditioning"", ""Cleaning products"", ""Fire extinguisher"", ""Dedicated workspace"", ""Iron"", ""Free street parking"", ""Refrigerator"", ""Washer \u2013\u00a0In unit"", ""Hair dryer"", ""Bathtub"", ""Microwave"", ""Cooking basics"", ""Clothing storage: dresser, walk-in closet, and closet"", ""Stove"", ""Indoor fireplace"", ""Portable fans"", ""Dryer \u2013\u00a0In unit"", ""Body soap"", ""Hot water kettle"", ""Laundromat nearby"", ""Wifi \u2013 890 Mbps"", ""Long term stays allowed"", ""Keurig coffee machine"", ""Rice maker"", ""First aid kit"", ""Dining table"", ""Outdoor furniture"", ""Outdoor dining area"", ""Baking sheet""]",317,3,29,3,5,1125,1125,4.5,1125,2,14,44,224,6,6,1,"2020-10-21","2021-07-05",5,5,5,5,5,5,5,"f",0.65,2,1,0,5.75890177387728,1,"West Highland",2,1,1,1,1,1,1
260210753,2,0,1,"Denver, Colorado, United States","Five Points",39.75515,-104.97751,"Entire guesthouse",1,0,0,0,2,1,1,"[""Wine glasses"", ""Clothing storage"", ""Extra pillows and blankets"", ""Patio or balcony"", ""Shampoo"", ""Air conditioning"", ""Carbon monoxide alarm"", ""Hot water"", ""Bed linens"", ""Smoke alarm"", ""Backyard"", ""Security cameras on property"", ""Essentials"", ""Mini fridge"", ""Private entrance"", ""Shower gel"", ""Board games"", ""Hangers"", ""Luggage dropoff allowed"", ""Coffee maker"", ""Conditioner"", ""Free street parking"", ""Keypad"", ""Hair dryer"", ""TV with standard cable"", ""Heating"", ""Wifi"", ""Body soap"", ""Laundromat nearby"", ""Cable TV"", ""Outdoor furniture"", ""Outdoor dining area""]",147,1,15,1,1,15,15,1,15,5,15,35,124,137,69,10,"2020-07-13","2021-07-20",5,5,4.96,4.99,5,4.96,4.87,"t",10.93,1,1,0,4.99043258677874,1,"Five Points",2,1,1,1,1,1,0
