host_yrs_exp,room_private,accommodates,bedrooms,number_of_reviews,n_bathrooms,bathroom_private,log_price,has_parking,has_heating,has_ac,has_tv
3,0,8,3,0,2.0,1,4.976733742420571,1,1,1,1
3,0,8,3,68,3.5,1,6.212606095751519,1,1,1,1
1,0,4,1,16,1.0,1,4.8283137373023,1,1,1,1
4,0,5,2,10,3.0,1,6.4425401664682,1,0,0,1
7,0,2,1,0,1.0,1,4.46590811865458,1,1,1,1
7,0,6,3,3,3.0,1,5.97888576490112,1,1,1,1
5,1,1,1,9,1.0,0,3.5553480614894104,1,1,0,1
12,0,4,2,10,1.0,1,4.74493212836325,1,1,1,1
3,0,2,1,1,1.0,1,4.787491742782049,0,1,1,1
6,0,8,3,127,2.0,1,4.87519732320115,1,1,1,1
9,0,6,3,12,2.0,1,5.5984219589983795,1,1,1,1
3,0,4,1,56,1.0,1,4.59511985013459,1,1,1,1
9,0,4,1,149,1.0,1,4.804021044733259,1,1,1,1
6,1,4,1,0,1.0,1,5.4116460518550396,1,1,1,1
6,0,10,5,0,4.5,1,5.96357934361845,1,0,1,1
3,1,1,1,3,1.0,1,3.36729582998647,1,1,0,1
5,0,2,1,2,1.0,1,3.97029191355212,0,1,1,1
2,0,10,4,24,2.5,1,5.2933048247244905,1,1,1,1
10,1,2,1,205,1.0,1,4.4998096703302695,1,1,1,0
6,0,2,1,364,1.0,1,5.67332326717149,1,1,1,1
6,0,4,1,299,1.0,1,4.70048036579242,1,1,1,1
0,0,4,1,16,1.0,1,5.332718793265371,1,1,1,1
5,0,9,4,14,2.0,1,5.774551545544409,1,1,1,1
6,0,4,1,9,1.0,1,5.16478597392351,1,1,1,1
5,0,2,1,0,1.0,1,4.4998096703302695,0,1,1,1
0,1,1,1,1,1.0,0,4.248495242049359,0,1,1,1
3,0,4,2,123,2.5,1,4.90527477843843,1,1,1,1
6,1,2,1,18,1.0,1,5.00394630594546,1,1,1,1
6,0,4,2,12,2.0,1,5.068904202220231,1,1,1,1
5,0,10,5,7,2.0,1,6.48004456192665,1,1,1,1
2,0,2,1,0,1.0,1,5.53733426701854,1,1,1,1
6,0,4,2,0,1.0,1,5.0562458053483095,1,1,1,1
8,0,6,2,414,1.0,1,5.55295958492162,1,1,0,1
10,0,4,2,15,1.0,1,4.59511985013459,0,1,1,1
0,0,4,2,16,1.0,1,5.47227067367148,1,1,1,1
7,0,5,2,15,1.0,1,4.74493212836325,1,1,1,1
7,0,6,2,26,1.0,1,5.16478597392351,1,1,1,1
2,0,2,1,65,1.0,1,4.70953020131233,1,1,1,1
5,0,4,2,129,1.0,1,4.64439089914137,1,1,1,1
8,0,4,2,4,2.0,1,4.5849674786705705,1,1,1,1
1,0,3,1,21,1.0,1,4.787491742782049,1,1,0,1
6,0,6,2,3,1.5,1,5.105945473900579,1,1,1,1
9,0,2,1,10,1.0,1,4.60517018598809,1,1,1,1
9,0,4,2,85,1.0,1,4.46590811865458,1,1,1,1
1,0,5,2,0,2.0,1,5.1817835502920895,0,0,1,1
6,0,6,3,13,1.0,1,5.14749447681345,1,1,1,1
2,0,3,2,108,1.0,1,4.382026634673879,1,1,0,0
7,1,2,1,14,1.0,0,3.58351893845611,1,1,1,1
6,0,2,1,2,1.0,1,4.20469261939097,1,1,1,0
4,0,4,1,11,1.0,1,4.85981240436167,1,1,1,1
7,0,2,1,163,1.0,1,4.89783979995091,1,1,1,1
5,0,6,3,16,2.0,1,6.1633148040346395,1,1,1,1
6,0,4,2,7,2.5,1,5.42934562895444,1,1,1,1
8,0,8,4,95,2.0,1,5.1817835502920895,0,1,1,1
3,0,3,1,24,1.0,1,4.74493212836325,1,1,1,1
9,0,2,1,52,1.0,1,4.64439089914137,1,1,1,1
0,0,2,1,0,1.0,1,4.76217393479776,0,1,1,1
10,0,2,1,0,1.0,1,4.17438726989564,0,1,1,0
2,0,6,3,5,1.5,1,5.18738580584075,1,1,0,1
5,1,2,1,1,1.5,0,4.382026634673879,1,0,0,0
3,0,10,2,81,2.0,1,6.68710860786651,1,1,1,1
1,0,5,2,26,1.0,1,4.8283137373023,0,1,0,0
9,0,4,1,21,1.0,1,4.94875989037817,1,1,1,1
8,0,4,1,52,1.0,1,4.88280192258637,1,1,1,1
1,0,6,2,0,1.0,1,4.90527477843843,1,1,1,1
1,0,2,1,3,1.0,1,4.11087386417331,1,1,1,1
2,0,8,3,65,2.5,1,5.12989871492307,1,1,1,1
6,0,2,1,81,1.0,1,4.85981240436167,1,1,1,1
9,0,3,2,70,2.0,1,4.8283137373023,1,1,1,1
6,0,4,2,129,1.0,1,4.60517018598809,1,1,1,1
5,0,8,3,27,1.0,1,5.68357976733868,1,1,0,1
5,0,16,5,13,2.5,1,6.917705609835299,1,1,1,1
4,0,8,4,2,5.5,1,6.9555926083963,1,1,1,1
3,0,2,1,73,1.0,1,4.787491742782049,1,1,1,1
2,0,10,4,28,2.0,1,5.44241771052179,1,1,1,1
1,0,5,2,0,2.0,1,5.21493575760899,0,0,0,1
3,0,4,2,53,1.0,1,5.863631175598099,1,1,1,1
10,0,3,1,35,1.0,1,4.53259949315326,1,1,1,1
5,1,2,1,82,1.5,0,3.43398720448515,1,1,1,1
6,1,2,1,17,1.0,1,4.33073334028633,1,1,1,1
3,0,4,2,49,1.0,1,4.55387689160054,1,1,1,1
7,1,2,1,4,1.0,1,4.248495242049359,1,1,0,1
6,0,4,1,4,1.0,1,4.70048036579242,1,1,1,1
8,0,4,1,110,1.0,1,5.17614973257383,1,1,1,1
6,0,3,1,63,1.0,1,4.07753744390572,1,1,1,1
3,0,2,1,3,1.5,1,5.24702407216049,1,1,1,1
0,0,5,3,0,1.0,1,4.382026634673879,1,1,1,1
5,0,6,3,8,1.5,1,5.29831736654804,1,1,1,1
6,1,2,1,2,1.0,1,3.61091791264422,1,1,1,1
1,0,5,2,5,1.0,1,5.12989871492307,1,1,1,1
3,0,6,2,54,2.0,1,5.73657229747919,1,1,1,1
6,0,2,2,1,2.0,1,4.9199809258281295,1,1,1,1
4,0,5,2,10,1.0,1,4.87519732320115,1,1,1,1
4,0,6,3,0,1.0,1,4.89034912822175,1,1,1,1
5,0,3,1,147,1.0,1,4.4188406077966,1,1,1,0
9,0,2,1,7,1.0,1,4.70048036579242,1,1,1,1
7,0,2,1,36,1.0,1,5.135798437050259,1,1,1,1
8,0,4,1,38,1.0,1,4.7957905455967405,1,1,0,1
7,0,3,1,12,1.0,1,4.87519732320115,1,1,1,1
7,0,2,1,5,1.0,1,4.0943445622220995,0,1,1,1
4,0,2,1,100,1.0,1,4.40671924726425,1,1,1,1
8,0,2,1,6,1.0,1,4.06044301054642,1,1,1,1
6,0,6,2,158,1.0,1,4.94875989037817,1,1,1,1
5,0,4,2,0,1.0,1,4.934473933130691,1,1,1,1
6,0,4,3,105,1.0,1,4.90527477843843,1,1,0,1
7,1,5,1,2,1.0,1,4.934473933130691,1,1,1,1
4,1,2,1,55,1.0,1,4.31748811353631,1,1,1,1
1,0,6,2,0,1.0,1,5.00394630594546,1,1,1,1
7,0,6,3,13,2.5,1,6.0890448754468505,1,1,1,1
4,0,6,2,27,1.0,1,5.1704839950381505,1,1,1,1
6,1,2,1,3,1.0,0,4.248495242049359,1,1,1,1
5,0,4,2,81,1.0,1,4.89783979995091,1,1,1,1
5,0,2,1,58,1.0,1,5.420534999272291,1,1,1,1
7,0,4,1,27,1.0,1,4.56434819146784,1,1,1,1
6,0,4,2,8,1.0,1,5.010635294096259,1,1,1,1
4,0,6,3,10,2.0,1,5.48063892334199,1,1,1,1
5,0,5,2,25,1.0,1,5.11198778835654,1,1,1,1
9,0,2,1,0,1.0,1,4.99721227376411,1,1,1,1
1,0,6,1,42,1.0,1,4.57471097850338,1,1,1,0
1,1,2,1,51,1.0,1,5.18738580584075,1,1,1,1
9,0,4,2,37,1.0,1,5.29831736654804,1,1,0,1
4,0,4,1,35,1.0,1,4.68213122712422,1,1,0,1
7,0,2,1,3,1.0,1,3.8712010109078903,0,1,1,1
9,1,2,1,356,1.0,1,4.46590811865458,1,1,1,1
7,0,3,1,46,1.0,1,5.08759633523238,1,1,1,1
6,0,10,3,130,3.0,1,6.1114673395026795,1,1,1,1
7,0,2,2,6,1.0,1,4.934473933130691,1,1,0,1
7,0,2,1,60,1.0,1,4.90527477843843,1,1,1,1
7,0,6,3,0,2.0,1,5.030437921392441,1,1,0,1
7,0,3,1,0,1.0,1,4.90527477843843,1,1,1,1
1,0,16,1,1,2.0,1,6.68461172766793,0,1,1,1
4,0,4,2,11,1.0,1,4.47733681447821,1,1,1,1
2,0,14,3,3,3.0,1,5.38449506278909,1,1,1,1
4,0,2,1,20,1.0,1,4.68213122712422,1,1,1,1
13,0,1,1,624,1.0,1,4.72738781871234,1,1,1,1
7,0,3,1,66,1.0,1,4.53259949315326,1,1,0,0
4,1,2,1,404,1.5,0,4.02535169073515,1,1,1,1
6,0,1,1,43,2.0,1,4.14313472639153,0,1,1,0
5,0,16,6,0,4.0,1,7.2041492920359405,1,1,1,1
9,0,7,3,38,2.0,1,5.455321115357701,1,1,1,1
5,1,2,1,24,1.5,0,4.31748811353631,0,1,0,1
5,0,3,3,0,2.0,1,4.90527477843843,1,1,1,1
7,0,7,3,0,2.0,1,4.8283137373023,1,1,1,1
6,0,6,2,124,1.0,1,4.99721227376411,1,1,1,1
8,1,2,1,0,1.0,1,5.08759633523238,1,1,1,1
0,0,5,2,15,1.0,1,4.60517018598809,1,1,0,1
1,0,3,1,37,1.0,1,4.60517018598809,1,1,1,1
6,0,5,2,5,2.0,1,4.8283137373023,1,1,1,1
7,0,4,2,103,2.0,1,4.90527477843843,1,1,1,1
9,0,4,1,75,1.0,1,4.6539603501575195,1,1,1,1
4,0,2,1,47,1.0,1,4.6634390941120705,1,0,1,1
7,0,6,3,45,2.5,1,5.814130531825071,1,1,1,1
6,0,4,2,1,1.0,1,5.7037824746562,1,1,1,1
7,0,3,1,9,1.0,1,4.248495242049359,1,1,1,0
6,0,4,2,93,1.0,1,4.99721227376411,1,1,1,1
8,0,14,3,13,3.5,1,6.4861607889440895,1,1,1,1
0,0,10,5,1,3.0,1,5.7268477475872,1,1,1,1
5,0,4,3,0,3.5,1,5.988961416889861,1,1,1,1
7,0,4,1,158,1.0,1,4.51085950651685,1,1,1,1
7,0,2,1,0,1.0,1,4.787491742782049,1,1,0,1
3,0,2,1,15,1.0,1,4.976733742420571,1,1,1,1
4,1,12,2,32,2.0,0,5.010635294096259,1,1,0,0
6,0,6,3,66,4.0,1,5.97888576490112,1,1,1,1
7,1,2,1,11,1.0,0,3.66356164612965,1,1,1,1
8,1,2,1,171,1.0,1,4.48863636973214,1,1,1,1
3,0,4,1,13,1.0,1,5.459585514144161,1,1,1,1
6,0,3,1,15,1.0,1,4.31748811353631,1,1,1,1
6,0,2,1,125,1.0,1,4.454347296253509,1,1,1,1
7,0,2,1,13,1.0,1,4.17438726989564,1,1,1,1
9,0,4,2,5,1.5,1,4.60517018598809,1,1,1,1
1,0,2,1,0,1.0,1,4.74493212836325,1,1,1,1
4,0,4,2,40,1.0,1,5.30826769740121,1,1,1,1
2,0,2,1,0,2.0,1,4.17438726989564,1,1,1,1
10,1,1,1,10,1.5,0,3.2188758248682006,1,1,1,1
5,0,8,3,108,2.0,1,6.1717005974109105,1,1,1,1
11,0,8,3,26,2.0,1,4.77068462446567,1,1,1,1
8,0,5,2,10,1.0,1,5.29831736654804,1,1,1,1
7,0,3,2,12,1.0,1,4.382026634673879,1,1,1,1
7,0,2,1,1,1.0,1,4.02535169073515,1,1,1,1
3,0,4,2,17,1.5,1,5.30330490805908,1,1,1,1
6,0,2,1,70,1.0,1,4.95582705760126,1,1,1,1
7,0,10,3,1,2.0,1,5.29831736654804,1,1,1,1
3,0,2,1,204,1.0,1,5.0369526024136295,1,1,1,1
3,1,2,1,14,1.0,0,3.4011973816621603,1,1,1,1
8,1,1,1,6,1.0,0,6.21460809842219,1,1,1,1
5,0,2,1,1,1.0,1,4.55387689160054,1,1,1,1
5,1,2,1,24,1.0,1,4.4998096703302695,1,1,1,1
7,0,2,1,0,1.0,1,5.1929568508902095,1,1,1,1
1,0,4,1,33,1.0,1,4.934473933130691,1,1,1,1
6,0,2,1,268,1.0,1,5.07517381523383,1,1,1,1
3,0,6,2,113,1.0,1,5.52146091786225,1,1,0,0
5,0,4,1,24,1.0,1,4.35670882668959,1,1,1,1
7,0,2,1,5,1.0,1,5.04342511691925,1,1,1,1
5,0,4,2,65,1.0,1,4.90527477843843,1,1,1,1
7,0,5,2,0,1.0,1,5.29831736654804,1,1,1,1
9,0,6,2,0,2.0,1,4.86753445045558,1,1,1,1
5,0,2,1,0,1.0,1,4.6634390941120705,0,1,1,1
6,0,6,2,0,2.0,1,5.68697535633982,0,1,1,1
4,0,10,5,8,4.5,1,6.29526600143965,1,1,1,1
6,0,4,2,0,2.0,1,5.7037824746562,1,1,1,1
3,0,4,2,4,1.0,1,5.068904202220231,1,1,0,1
2,0,12,3,56,3.0,1,6.3135480462770905,1,1,1,1
13,0,2,1,14,1.0,1,4.248495242049359,1,1,0,1
6,0,2,1,60,1.0,1,4.70048036579242,1,1,1,1
7,0,4,1,89,1.0,1,4.60517018598809,1,1,1,1
9,0,6,3,3,1.0,1,5.08759633523238,1,1,1,1
7,0,2,1,53,1.0,1,4.969813299576,1,1,1,1
7,0,4,2,121,2.0,1,4.36944785246702,1,1,1,1
6,0,5,3,62,1.0,1,5.29831736654804,1,1,1,1
5,1,2,1,214,1.0,1,3.89182029811063,1,1,1,1
6,1,2,1,145,1.0,0,3.73766961828337,1,1,1,0
4,0,4,3,11,1.0,1,5.24174701505964,1,1,1,1
8,0,4,1,37,1.0,1,4.95582705760126,1,1,1,0
7,1,2,1,60,1.0,1,4.40671924726425,1,1,1,1
1,0,2,1,0,1.0,1,4.85203026391962,1,1,1,1
4,1,2,1,0,1.0,0,3.95124371858143,1,1,1,1
3,1,1,1,7,1.0,0,3.63758615972639,0,1,1,1
6,0,5,3,12,2.0,1,5.416100402204419,1,1,1,1
1,1,2,1,8,1.0,0,5.18738580584075,1,1,1,1
2,1,1,1,19,1.0,1,3.80666248977032,1,1,1,1
5,0,4,2,383,1.0,1,5.023880520846281,1,1,1,1
3,1,1,1,7,1.5,1,3.68887945411394,1,1,1,1
7,0,2,1,0,1.0,1,5.010635294096259,1,1,1,1
5,0,7,3,5,2.0,1,4.9416424226093,1,1,1,1
5,0,5,2,11,1.0,1,4.35670882668959,1,1,1,1
6,0,2,1,54,1.0,1,4.5849674786705705,1,1,1,1
8,0,6,2,0,3.0,1,4.59511985013459,1,1,1,1
1,1,2,1,11,1.5,0,3.4011973816621603,1,1,0,1
8,1,1,1,1,1.0,1,4.30406509320417,1,1,0,0
5,0,3,1,39,1.0,1,4.787491742782049,1,1,1,1
1,1,2,1,30,1.0,1,5.00394630594546,1,1,1,1
3,0,6,2,12,2.0,1,5.29831736654804,1,1,1,1
6,0,4,2,34,1.0,1,4.90527477843843,1,1,1,1
3,0,2,1,169,1.0,1,4.56434819146784,1,1,1,1
7,0,3,1,221,1.0,1,5.18738580584075,1,1,1,1
3,0,3,1,10,1.0,1,4.76217393479776,1,1,1,1
6,0,4,2,79,2.0,1,4.54329478227,1,1,0,1
2,0,2,1,25,1.0,1,4.64439089914137,1,1,1,1
4,0,4,3,46,2.0,1,5.416100402204419,1,1,1,1
4,0,2,1,0,1.0,1,5.010635294096259,1,1,1,1
0,0,4,1,6,1.5,1,5.00394630594546,1,1,1,1
7,1,2,1,146,1.0,0,4.00733318523247,1,1,0,1
5,1,1,1,10,1.0,0,3.49650756146648,1,1,0,1
4,0,4,2,69,1.0,1,4.95582705760126,1,1,1,1
6,0,2,1,3,1.0,1,4.31748811353631,1,1,1,1
9,1,2,1,368,1.0,1,4.30406509320417,1,1,1,0
6,0,3,2,0,1.0,1,5.36597601502185,1,1,1,1
5,0,4,1,41,1.0,1,4.86753445045558,1,1,1,1
5,0,2,1,0,1.0,1,4.53259949315326,0,1,1,1
2,1,2,1,63,1.0,0,4.15888308335967,1,1,1,1
7,0,2,1,4,1.0,1,4.4998096703302695,0,1,1,1
4,0,6,3,30,2.0,1,5.51342874616498,1,1,0,1
7,1,1,1,3,1.0,1,3.68887945411394,1,1,1,1
10,0,6,3,55,3.5,1,5.90263333340137,1,1,1,1
1,1,3,1,1,2.5,0,4.60517018598809,1,1,0,1
2,1,2,1,31,1.5,0,3.9120230054281495,1,1,1,0
9,0,4,2,6,2.5,1,5.860786223465871,1,1,1,1
5,0,6,3,251,1.0,1,4.60517018598809,1,1,1,1
7,0,2,2,15,3.0,1,5.7037824746562,1,1,1,1
10,0,9,3,257,2.0,1,5.14166355650266,1,1,1,1
3,0,4,2,0,2.0,1,4.55387689160054,1,1,1,1
6,1,2,1,3,1.0,0,4.07753744390572,1,1,1,1
6,0,6,2,85,2.0,1,5.52146091786225,1,1,1,1
4,0,6,3,32,1.5,1,5.04985600724954,1,1,1,0
6,0,4,2,5,2.0,1,5.1929568508902095,1,1,1,1
1,0,5,2,14,2.0,1,5.948034989180651,1,1,1,1
5,0,10,3,49,2.5,1,6.1569789855855594,1,1,1,1
3,1,2,1,83,1.0,1,4.69134788222914,1,1,1,1
11,0,10,5,173,4.5,1,6.194405391104669,1,1,1,1
4,0,2,1,7,1.0,1,4.59511985013459,1,1,0,0
7,0,8,3,49,1.0,1,4.55387689160054,1,1,0,1
7,0,2,1,19,1.0,1,4.98360662170834,1,1,1,1
7,0,4,1,415,1.0,1,4.98360662170834,1,1,1,1
3,1,2,1,136,1.0,0,4.804021044733259,1,1,1,1
8,0,6,3,26,3.0,1,5.53733426701854,1,1,1,1
6,0,7,3,49,1.5,1,4.804021044733259,1,1,1,1
6,0,9,4,0,3.0,1,5.07517381523383,1,1,1,1
6,0,12,5,1,3.0,1,6.65801104587075,1,1,1,1
6,0,4,2,1,1.0,1,4.430816798843309,1,1,1,1
5,0,5,2,1,2.0,1,5.8721177894754195,1,1,1,1
4,0,3,1,354,1.0,1,4.62497281328427,1,1,1,1
5,0,5,2,41,1.0,1,5.568344503761099,1,1,0,0
7,1,2,1,16,1.5,0,4.0943445622220995,1,1,1,1
0,0,2,1,0,1.0,1,4.9904325867787405,0,1,1,1
1,0,2,1,0,1.0,1,4.4998096703302695,0,1,1,1
3,0,10,3,20,3.5,1,6.39526159811545,1,1,1,1
7,1,2,1,6,1.0,1,3.85014760171006,1,1,1,1
8,0,4,1,105,1.0,1,5.2094861528414205,1,1,1,1
0,0,6,2,0,1.0,1,5.7037824746562,0,1,1,1
4,0,2,1,24,1.0,1,5.44241771052179,1,1,1,0
5,0,4,2,10,1.0,1,4.7361984483945,1,1,0,1
6,0,4,2,273,1.5,1,5.56452040732269,1,1,1,1
8,0,2,1,6,1.0,1,4.02535169073515,1,1,1,1
5,0,4,1,248,1.0,1,4.31748811353631,1,1,0,1
5,0,8,4,15,3.5,1,6.36647044773144,1,1,1,1
5,0,4,2,3,1.0,1,4.4998096703302695,1,1,1,1
5,0,4,1,17,1.0,1,5.16478597392351,1,1,1,1
5,1,2,1,55,1.0,0,4.23410650459726,1,1,1,1
5,0,6,2,65,1.0,1,5.30826769740121,1,1,1,1
3,0,4,1,9,1.0,1,4.276666119016061,1,1,1,1
7,0,1,1,191,1.0,0,3.09104245335832,1,1,0,0
6,0,2,1,9,1.0,1,4.00733318523247,1,1,1,1
4,0,4,2,24,2.0,1,4.5217885770490405,1,1,1,1
5,0,8,3,44,1.0,1,5.61677109766657,1,1,1,1
8,0,2,1,43,1.0,1,4.787491742782049,1,1,0,1
4,0,2,1,7,1.0,1,5.2781146592305195,1,1,1,0
8,0,2,1,4,1.0,1,4.60517018598809,1,1,1,1
0,0,2,1,0,1.0,1,4.9904325867787405,0,1,1,1
0,0,2,1,0,1.0,1,4.74493212836325,1,1,0,1
6,1,2,1,129,1.0,0,4.1896547420264305,1,1,1,1
3,0,4,2,0,1.0,1,5.2257466737132,1,1,1,1
7,0,5,2,79,2.0,1,5.0998664278242005,1,1,1,1
8,0,3,1,97,1.0,1,4.5217885770490405,1,1,1,1
5,0,6,3,42,2.0,1,5.42934562895444,1,1,1,1
10,0,2,1,28,1.0,1,4.17438726989564,1,1,1,1
10,0,2,1,299,1.0,1,4.47733681447821,1,1,1,1
6,0,4,2,62,1.0,1,4.91265488573605,1,1,0,1
7,0,4,2,0,2.5,1,4.753590191106361,1,1,1,1
10,0,4,2,6,2.5,1,5.24702407216049,1,1,1,1
6,0,4,2,0,1.0,1,4.9416424226093,1,1,1,1
3,0,8,3,84,2.0,1,4.787491742782049,1,1,1,1
0,0,3,1,2,1.0,1,4.89034912822175,1,1,1,1
5,0,6,2,14,1.0,1,4.51085950651685,1,1,1,1
4,0,4,1,2,1.0,1,4.12713438504509,1,1,1,1
5,0,2,1,0,1.0,1,4.89034912822175,1,1,1,1
1,0,2,1,0,1.0,1,4.07753744390572,1,1,1,1
6,1,2,1,103,1.5,0,4.60517018598809,1,1,1,1
4,0,4,1,87,1.0,1,4.88280192258637,1,1,1,1
2,0,5,2,51,2.0,1,4.70048036579242,1,1,1,1
3,0,6,2,51,1.0,1,5.36597601502185,1,1,1,1
8,0,5,2,3,1.0,1,4.23410650459726,1,1,1,1
0,0,9,2,5,2.0,1,5.2933048247244905,1,1,1,1
5,0,12,4,1,2.5,1,5.57594910314632,1,1,1,1
6,0,10,3,0,2.0,1,5.32300997913841,1,1,1,1
8,0,4,2,8,1.0,1,5.26785815906333,1,1,1,1
8,0,4,1,17,1.0,1,4.55387689160054,1,1,1,1
5,1,2,1,16,1.0,1,4.59511985013459,1,1,1,1
8,0,4,2,89,1.0,1,4.787491742782049,1,1,1,1
4,0,2,1,1,2.0,1,5.010635294096259,1,1,1,1
1,1,4,1,34,1.0,1,4.9416424226093,1,1,1,1
9,1,2,1,0,1.0,1,4.382026634673879,0,0,0,0
7,0,10,4,27,2.0,1,6.13988455222626,1,1,1,1
8,0,3,1,103,1.0,1,4.88280192258637,1,1,1,1
5,0,3,1,59,1.0,1,4.47733681447821,1,1,0,1
8,0,4,2,4,2.0,1,4.5849674786705705,1,1,1,1
3,0,6,3,5,1.0,1,5.07517381523383,1,1,1,1
9,0,6,2,82,1.0,1,4.804021044733259,1,1,0,1
6,0,3,1,8,1.0,1,4.98360662170834,1,1,0,1
6,0,10,4,6,2.0,1,5.988961416889861,1,1,1,1
0,0,6,2,11,2.0,1,5.7300997829735705,1,1,1,1
3,0,3,1,183,1.0,1,4.70048036579242,1,1,1,0
7,0,2,1,5,1.0,1,4.71849887129509,1,1,1,1
5,0,2,1,319,1.0,1,4.4188406077966,1,1,1,1
1,0,3,1,10,1.0,1,5.416100402204419,1,1,1,1
0,0,14,6,10,4.5,1,6.39692965521615,1,1,1,1
6,0,10,3,75,2.5,1,5.988961416889861,1,1,1,1
0,0,4,1,1,1.0,1,4.1896547420264305,1,1,1,1
9,1,2,1,252,1.0,1,4.99721227376411,1,1,1,1
2,0,2,1,23,1.0,1,5.53733426701854,1,1,1,1
6,0,4,2,54,1.5,1,5.416100402204419,1,1,1,1
7,0,2,1,386,1.0,1,4.74493212836325,1,1,1,1
5,0,2,1,12,1.0,1,4.36944785246702,1,1,1,1
3,0,6,2,0,1.0,1,4.67282883446191,0,1,0,1
7,0,8,4,35,2.5,1,6.21460809842219,1,1,1,1
9,0,4,2,44,2.0,1,5.99146454710798,1,1,1,1
2,0,2,1,7,1.0,1,5.63478960316925,1,1,1,1
4,0,6,2,4,3.0,1,5.4116460518550396,1,0,1,1
8,0,5,2,0,2.5,1,5.690359454324059,1,1,1,1
4,0,4,1,57,1.0,1,4.29045944114839,1,1,1,1
5,0,6,3,107,3.0,1,5.932245187448009,1,1,1,1
1,0,5,2,0,2.0,1,5.15329159449778,0,0,1,1
7,0,2,1,133,1.0,1,4.5849674786705705,1,1,1,1
3,0,6,3,1,2.5,1,5.010635294096259,1,1,1,1
7,1,11,1,5,1.5,1,5.15905529921453,1,1,1,1
5,0,4,2,0,2.0,1,4.9416424226093,1,1,0,1
6,0,4,1,36,1.0,1,5.2040066870768,1,1,0,0
7,0,2,1,217,1.0,1,5.11198778835654,1,1,1,1
10,0,2,2,357,1.0,1,4.4998096703302695,1,1,1,1
7,0,4,2,67,1.0,1,4.48863636973214,1,1,1,1
4,0,2,1,242,1.0,1,4.44265125649032,1,1,1,1
4,0,6,2,251,2.0,1,5.29831736654804,1,1,1,1
2,0,2,1,0,1.0,1,4.17438726989564,1,1,1,0
4,0,5,2,7,2.0,1,4.86753445045558,1,1,1,1
6,0,4,2,226,1.0,1,4.5849674786705705,1,1,1,1
0,1,4,1,0,2.0,0,4.00733318523247,1,1,0,1
6,1,1,1,44,1.0,0,4.0943445622220995,1,1,0,1
3,0,4,1,83,1.0,1,5.54517744447956,1,1,1,1
8,0,2,1,27,1.0,1,4.39444915467244,1,1,1,1
2,1,2,1,6,1.0,0,4.248495242049359,1,1,1,1
5,0,6,3,17,3.5,1,5.65248918026865,1,1,1,1
7,0,2,1,17,1.0,1,4.248495242049359,1,1,1,1
3,0,6,3,55,3.5,1,5.58724865840025,1,1,1,1
2,0,3,1,54,1.0,1,4.02535169073515,1,1,1,1
7,0,2,1,38,1.0,1,4.454347296253509,1,1,1,1
3,0,12,4,14,3.0,1,6.9067547786485495,1,1,0,0
8,0,6,3,1,3.0,1,5.79909265446053,1,1,1,1
7,0,3,1,1,1.0,1,5.2933048247244905,1,1,0,1
9,0,4,1,218,1.0,1,4.14313472639153,1,1,1,1
8,0,3,1,116,1.0,1,4.89783979995091,1,1,1,1
1,0,5,2,17,2.0,1,5.1704839950381505,1,1,1,1
4,0,4,2,2,2.5,1,5.010635294096259,0,1,1,1
11,0,6,3,54,2.0,1,4.91265488573605,1,1,1,1
11,0,6,3,5,3.0,1,4.86753445045558,1,1,1,1
5,0,7,3,32,2.5,1,6.212606095751519,1,1,1,1
4,1,2,1,0,1.0,0,3.4657359027997297,1,1,1,1
9,0,4,1,5,1.0,1,5.14166355650266,1,1,1,1
4,0,2,1,21,1.0,1,5.15905529921453,1,1,1,1
11,0,2,1,77,1.0,1,4.62497281328427,1,1,1,1
9,0,4,2,50,2.0,1,5.04342511691925,1,1,0,1
7,0,2,1,181,1.0,1,4.4998096703302695,1,1,1,1
6,0,3,1,3,1.0,1,4.9416424226093,1,1,1,1
10,0,4,2,63,1.0,1,4.59511985013459,1,1,1,1
5,0,4,2,99,1.0,1,4.67282883446191,1,1,1,1
6,0,4,3,1,2.5,1,5.29831736654804,1,1,1,1
0,0,4,2,0,2.0,1,5.30826769740121,1,0,1,1
6,1,1,1,50,1.0,0,4.07753744390572,1,1,0,0
1,0,3,1,0,1.0,1,3.80666248977032,1,1,1,1
6,0,5,3,19,2.5,1,5.85793315448346,1,1,1,1
3,0,4,1,96,1.0,1,4.9416424226093,1,1,1,1
5,0,4,1,37,1.0,1,4.99721227376411,1,1,1,1
6,1,2,1,2,1.0,1,5.21493575760899,1,1,1,1
8,0,4,3,16,1.0,1,5.2933048247244905,1,1,1,1
2,1,2,1,5,1.0,1,4.0943445622220995,1,1,0,1
2,0,5,2,123,2.0,1,5.3890717298165,1,1,1,1
5,0,4,2,2,1.5,1,4.934473933130691,1,1,1,1
7,0,16,5,48,5.0,1,5.525452939131781,1,1,1,1
6,0,2,1,0,1.0,1,4.55387689160054,1,1,1,1
6,0,4,1,48,1.0,1,4.7957905455967405,1,1,1,1
7,1,3,2,11,1.0,1,4.74493212836325,1,1,1,0
6,1,6,2,106,1.0,1,4.89034912822175,1,1,1,1
6,0,11,2,84,2.5,1,4.85981240436167,1,1,1,1
5,0,5,2,47,1.0,1,5.07517381523383,1,1,1,1
4,0,3,2,1,1.0,1,4.7361984483945,1,1,1,1
