host_yrs_exp,room_private,accommodates,bedrooms,number_of_reviews,n_bathrooms,bathroom_private,log_price,has_parking,has_heating,has_ac,has_tv
4,0,15,6,23,3.0,1,6.566672429803241,1,1,1,1
5,0,3,1,16,1.0,1,5.459585514144161,1,1,1,1
7,0,2,1,6,1.0,1,4.9416424226093,1,1,1,1
5,0,4,2,0,3.0,1,5.04342511691925,1,1,1,1
3,0,12,5,73,3.0,1,5.869296913133769,1,1,1,1
2,1,1,1,11,1.5,0,3.5553480614894104,1,1,1,1
9,1,2,1,67,1.5,0,5.61677109766657,1,1,1,1
7,0,6,2,121,1.0,1,5.2040066870768,1,1,1,1
7,0,6,3,0,3.5,1,5.46806014113513,1,1,1,1
6,1,3,1,250,2.0,0,4.14313472639153,1,1,1,1
8,0,4,2,34,1.5,1,5.07517381523383,0,1,1,1
5,0,10,4,0,5.0,1,5.73657229747919,1,1,1,1
0,1,1,2,1,1.5,0,3.58351893845611,1,1,1,1
8,1,4,1,113,2.0,1,4.430816798843309,1,1,1,1
7,0,4,1,83,1.0,1,4.7361984483945,1,1,1,1
9,0,1,1,2,1.0,1,4.29045944114839,1,1,0,1
6,0,3,1,124,1.0,1,5.0562458053483095,1,1,1,1
2,0,6,2,4,2.0,1,5.220355825078321,1,1,1,1
3,0,4,1,5,1.0,1,4.0943445622220995,1,1,1,1
5,0,10,4,108,2.0,1,5.010635294096259,1,1,1,1
2,1,7,2,4,2.0,1,6.18208490671663,0,1,1,1
0,0,3,1,8,1.0,1,4.47733681447821,1,1,1,1
3,0,4,1,19,1.0,1,4.430816798843309,1,1,1,1
9,1,1,1,2,1.5,1,3.1780538303479506,1,1,1,1
3,0,8,4,2,3.5,1,5.416100402204419,1,1,1,1
7,0,4,2,8,2.0,1,5.85793315448346,1,1,1,1
5,0,6,2,93,1.0,1,5.51745289646471,1,1,0,1
9,0,6,3,59,2.0,1,5.73334127689775,1,1,1,1
8,0,3,2,25,1.0,1,4.89783979995091,1,1,1,1
3,0,3,1,4,1.0,1,4.976733742420571,1,1,1,1
4,0,2,1,73,1.0,1,5.31811999384422,1,1,1,1
6,0,2,1,112,1.0,1,4.9416424226093,1,1,1,1
1,0,5,2,0,2.0,1,5.19849703126583,0,0,0,1
6,0,6,3,1,4.0,1,5.85793315448346,1,1,1,1
7,0,5,2,8,1.0,1,4.6539603501575195,1,1,1,1
8,1,1,1,86,1.0,1,3.5553480614894104,1,1,0,1
3,0,6,2,70,1.0,1,4.74493212836325,1,1,1,1
1,0,4,2,0,1.0,1,4.70048036579242,0,1,0,0
4,0,4,2,3,2.0,1,4.787491742782049,1,1,1,1
9,1,2,1,9,1.0,1,5.010635294096259,0,1,1,1
3,1,1,1,1,1.5,1,3.5553480614894104,1,1,1,1
4,0,7,3,0,3.0,1,6.200509174042691,1,0,1,1
6,0,2,1,224,1.0,1,4.30406509320417,1,1,1,0
7,0,2,2,0,2.5,1,4.787491742782049,1,1,1,1
3,0,4,1,186,1.0,1,6.9077552789821395,1,1,0,0
4,0,3,2,12,1.5,1,4.6539603501575195,1,1,1,1
5,0,8,3,30,3.5,1,6.210600077024651,1,1,1,1
6,1,4,1,18,1.0,0,5.135798437050259,1,1,1,1
7,1,2,1,51,1.5,1,4.8283137373023,1,1,1,1
1,0,4,2,3,2.0,1,4.787491742782049,1,1,1,1
6,0,5,3,5,2.0,1,6.00635315960173,1,1,1,1
6,1,2,1,337,1.5,1,4.31748811353631,1,1,1,1
5,0,4,1,23,1.0,1,5.010635294096259,1,1,1,1
7,0,3,1,40,1.0,1,4.4998096703302695,1,1,0,1
7,0,2,1,10,1.0,1,4.48863636973214,1,1,1,1
2,0,12,1,165,1.0,1,4.70048036579242,1,1,1,1
9,0,3,1,4,1.0,1,4.60517018598809,1,1,1,1
2,0,2,1,0,1.0,1,4.87519732320115,1,1,1,1
3,1,4,1,131,1.0,1,4.81218435537242,1,1,1,1
2,0,3,2,1,2.0,1,4.60517018598809,1,1,1,1
6,0,4,2,100,1.0,1,4.59511985013459,1,1,1,1
7,0,2,1,0,1.0,1,5.2781146592305195,1,1,1,1
6,0,4,2,143,1.0,1,4.836281906951481,1,1,1,1
2,1,8,2,0,2.0,1,5.572154032177759,0,1,1,1
6,0,14,5,35,4.5,1,7.153051634937481,1,1,1,1
7,0,2,2,75,1.0,1,4.59511985013459,1,1,0,1
4,0,4,1,27,1.0,1,4.99721227376411,1,1,1,1
3,0,4,1,41,1.0,1,5.26269018890489,1,1,1,1
1,0,5,2,10,1.0,1,5.52146091786225,0,1,1,1
8,0,8,4,76,3.5,1,6.587550014824799,1,1,1,1
4,0,3,1,120,1.0,1,4.87519732320115,1,1,1,1
2,1,2,1,0,2.0,1,4.00733318523247,1,1,1,1
7,0,4,1,7,1.0,1,4.934473933130691,1,1,1,1
3,0,4,2,59,1.0,1,5.0369526024136295,1,1,1,1
8,0,2,1,6,1.0,1,3.97029191355212,1,1,1,1
9,0,2,1,0,1.0,1,4.60517018598809,0,1,1,1
7,1,2,1,136,1.0,1,4.0943445622220995,1,1,1,1
8,0,8,4,14,2.0,1,5.61677109766657,1,1,1,1
5,0,8,3,1,2.5,1,6.9077552789821395,1,1,1,1
8,0,6,3,40,3.0,1,5.07517381523383,1,1,1,1
1,0,2,1,3,1.0,1,4.02535169073515,1,1,1,1
5,0,16,8,83,4.0,1,6.0591231955818,1,1,1,1
8,1,1,1,0,1.0,1,4.31748811353631,1,1,1,1
2,0,1,1,0,2.0,0,3.80666248977032,1,1,1,1
4,0,5,2,35,1.0,1,4.430816798843309,1,1,0,1
5,0,3,1,119,1.5,1,4.90527477843843,1,1,1,1
9,0,8,4,24,4.0,1,6.29526600143965,1,1,1,1
3,1,2,2,24,1.0,1,4.12713438504509,1,1,1,1
0,1,2,1,0,2.0,0,4.00733318523247,1,1,0,1
6,1,2,1,6,1.0,0,4.86753445045558,1,1,1,1
0,0,2,1,0,1.0,1,4.76217393479776,0,1,1,1
6,0,4,1,37,1.0,1,4.70953020131233,1,1,1,1
1,1,2,1,12,2.0,0,3.80666248977032,1,1,1,1
1,0,5,2,66,2.0,1,6.10702288774225,0,1,1,1
10,0,2,1,17,1.0,1,4.48863636973214,1,1,1,1
9,0,2,1,4,1.5,1,4.84418708645859,1,1,1,1
8,0,4,2,1,2.0,1,4.6634390941120705,1,1,0,1
7,0,2,1,6,1.0,1,4.836281906951481,1,1,1,1
2,0,2,1,9,1.0,1,4.4998096703302695,1,1,1,1
7,0,2,1,80,1.0,1,4.47733681447821,1,1,1,1
6,1,2,1,60,1.0,1,4.6539603501575195,1,1,1,1
7,0,4,1,30,1.0,1,4.84418708645859,1,1,1,1
9,0,4,2,153,2.0,1,5.73657229747919,1,1,1,1
9,0,2,1,111,1.0,1,4.6634390941120705,1,1,1,1
4,0,3,1,27,1.0,1,4.8283137373023,1,1,1,1
9,0,4,2,299,1.0,1,4.85981240436167,1,1,1,1
9,0,12,4,167,2.0,1,6.421622267806519,1,1,1,1
5,1,2,1,196,1.0,1,4.33073334028633,1,1,1,1
6,0,4,2,295,1.0,1,5.47227067367148,1,1,1,1
3,0,5,2,1,1.0,1,5.0562458053483095,1,1,1,1
6,0,3,1,79,1.0,1,4.934473933130691,1,1,1,1
4,1,2,1,14,1.0,0,3.13549421592915,1,1,1,0
4,1,2,1,13,2.0,0,3.36729582998647,0,1,1,1
8,0,3,1,1,1.0,1,5.7037824746562,1,1,1,1
3,0,4,1,0,1.0,1,4.55387689160054,1,1,1,1
0,0,4,1,2,1.5,1,5.00394630594546,1,1,1,1
7,0,4,2,4,1.0,1,4.6539603501575195,1,1,1,1
6,0,6,3,28,2.5,1,7.090076835776089,1,1,1,1
2,0,11,4,50,2.0,1,5.8721177894754195,1,1,1,1
6,0,4,2,8,2.0,1,4.98360662170834,1,1,1,1
6,1,2,1,124,1.0,1,3.36729582998647,1,1,0,1
2,0,2,1,0,1.0,1,5.11198778835654,0,1,1,1
3,1,1,1,0,1.0,0,3.5553480614894104,1,1,0,1
9,0,4,1,117,1.0,1,4.6539603501575195,1,1,1,1
7,0,5,2,72,1.0,1,4.753590191106361,1,1,1,1
4,0,4,2,117,1.0,1,4.60517018598809,1,1,1,1
5,0,6,3,85,3.0,1,5.010635294096259,1,1,1,1
6,0,2,1,35,1.0,1,4.9416424226093,1,1,1,1
7,0,4,2,125,1.0,1,5.18738580584075,1,1,1,1
7,0,2,1,24,1.0,1,4.31748811353631,1,1,0,1
9,0,6,3,87,3.0,1,5.42934562895444,1,1,1,1
4,1,3,1,50,1.5,1,4.248495242049359,1,1,1,1
8,0,10,5,18,2.0,1,5.38449506278909,1,1,1,1
8,0,4,1,22,1.0,1,5.7525726388256295,1,1,1,1
8,0,2,1,64,1.0,1,4.382026634673879,1,1,1,1
6,1,2,1,50,1.0,1,4.06044301054642,1,1,1,1
4,1,3,1,112,1.0,1,4.276666119016061,1,1,1,1
9,1,2,1,7,1.5,0,3.9120230054281495,1,1,1,1
7,0,2,1,7,1.0,1,4.86753445045558,1,1,1,1
5,1,2,1,0,1.5,1,4.382026634673879,1,1,1,0
7,0,4,2,1,1.0,1,4.29045944114839,1,1,0,1
4,1,2,1,25,2.0,1,4.8283137373023,1,1,1,1
5,0,6,3,6,3.0,1,4.59511985013459,1,1,1,1
6,0,8,4,63,2.0,1,5.73979291217923,1,1,1,1
5,0,4,1,63,1.0,1,6.9077552789821395,1,0,0,0
7,0,5,2,47,1.0,1,4.94875989037817,1,1,1,1
8,0,2,1,112,1.0,1,4.248495242049359,1,1,1,1
7,1,2,1,31,1.0,1,4.44265125649032,1,1,1,1
6,0,6,2,30,3.0,1,5.52146091786225,1,1,1,1
8,0,3,2,16,1.0,1,4.34380542185368,1,1,1,1
7,1,1,1,0,1.0,1,4.248495242049359,1,1,1,1
5,0,8,3,47,1.0,1,5.2933048247244905,1,1,1,0
6,0,4,2,10,1.0,1,4.84418708645859,1,1,1,1
7,0,2,1,109,1.0,1,4.85981240436167,1,1,1,1
1,0,2,1,8,1.0,1,5.63478960316925,0,1,1,1
2,0,2,1,0,1.0,1,5.21493575760899,0,1,1,1
2,0,3,1,27,1.0,1,4.07753744390572,1,1,1,1
0,0,11,3,3,2.5,1,5.51745289646471,1,1,1,1
5,0,7,3,116,1.0,1,5.2729995585637495,1,1,1,1
6,0,7,3,69,1.0,1,4.976733742420571,1,1,1,1
6,1,2,1,75,1.0,0,3.49650756146648,1,1,1,1
0,0,6,3,0,1.5,1,5.2933048247244905,1,0,1,1
5,0,6,2,16,1.0,1,5.010635294096259,1,1,1,1
7,0,4,2,6,2.0,1,5.07517381523383,1,1,1,1
6,1,1,1,0,1.0,0,3.76120011569356,0,0,1,1
7,0,5,2,239,1.0,1,4.74493212836325,1,1,1,1
6,0,2,1,1,1.0,1,3.9120230054281495,0,0,0,1
5,0,3,1,235,1.0,1,4.34380542185368,1,1,1,1
6,0,2,1,98,1.0,1,4.4188406077966,1,1,1,1
6,0,6,1,159,2.0,1,3.7841896339182597,0,1,1,0
5,0,6,2,47,2.5,1,5.90263333340137,1,1,1,1
2,0,2,1,3,1.0,1,5.010635294096259,1,1,1,1
4,0,16,6,146,3.0,1,5.988961416889861,1,1,0,1
2,0,2,1,26,1.0,1,5.42934562895444,1,1,1,1
1,0,2,1,0,1.0,1,4.17438726989564,1,1,1,1
5,0,2,1,1,1.0,1,4.6539603501575195,1,1,1,1
7,0,10,4,3,2.0,1,6.9077552789821395,1,1,1,1
6,1,2,1,12,1.0,1,4.787491742782049,1,1,1,1
5,1,2,1,0,1.0,1,4.934473933130691,1,1,1,1
8,0,2,1,13,1.0,1,3.25809653802148,1,1,1,1
7,0,2,1,222,1.0,1,5.00394630594546,0,1,1,1
4,0,3,1,1,1.0,1,4.17438726989564,1,1,1,1
3,0,6,3,6,2.0,1,5.51342874616498,1,0,1,1
9,0,3,2,6,2.0,1,4.62497281328427,1,1,1,1
8,0,2,1,1,1.5,1,5.433722003554241,1,1,1,1
5,0,6,3,79,2.0,1,5.16478597392351,1,1,1,1
6,0,4,2,36,1.0,1,4.90527477843843,1,1,1,1
6,0,6,3,4,2.0,1,6.432940092739179,1,1,1,1
1,0,5,2,24,1.0,1,4.94875989037817,1,1,0,1
1,0,5,2,25,2.0,1,6.22455842927536,0,1,1,1
3,1,1,1,3,1.0,0,3.5553480614894104,1,1,1,1
7,0,5,3,2,2.5,1,5.87493073085203,1,1,1,1
0,0,6,3,1,2.0,1,5.51745289646471,1,1,1,1
10,0,4,1,401,1.0,1,4.53259949315326,1,1,0,1
6,0,7,3,14,2.5,1,7.028201432058,1,1,1,1
8,0,2,1,70,1.0,1,4.98360662170834,1,1,0,1
6,1,1,1,9,1.0,1,3.2188758248682006,1,1,0,0
5,0,2,1,4,1.0,1,4.60517018598809,1,1,1,1
5,0,6,3,50,2.5,1,6.1527326947041,1,1,1,1
6,0,2,1,71,1.0,1,4.787491742782049,1,1,1,1
2,1,2,1,0,1.0,1,3.8712010109078903,1,1,1,0
2,0,7,3,2,2.0,1,5.402677381872281,1,1,1,1
5,0,9,4,13,2.0,1,6.4861607889440895,1,1,1,1
6,0,4,1,228,1.0,1,5.08759633523238,1,1,1,1
4,0,4,2,63,1.5,1,4.4998096703302695,1,1,0,1
2,0,2,1,1,1.0,1,5.30826769740121,1,1,1,1
2,0,11,3,4,2.5,1,5.70044357339069,1,1,1,1
8,0,6,3,0,3.5,1,6.05208916892442,1,1,1,1
5,0,2,1,22,1.0,1,4.00733318523247,1,1,0,1
5,0,4,1,2,2.0,1,5.04342511691925,1,1,1,1
4,0,6,3,100,2.5,1,6.00635315960173,1,1,1,1
2,0,2,1,6,1.0,1,5.53733426701854,1,1,1,1
4,0,4,1,472,1.0,1,4.88280192258637,1,1,1,1
5,0,2,1,0,1.0,1,5.459585514144161,1,1,1,1
4,0,2,1,0,1.0,1,5.010635294096259,1,1,1,1
3,0,2,1,272,1.0,1,4.85203026391962,1,1,1,1
8,1,3,1,48,1.0,0,4.02535169073515,1,1,1,1
2,0,4,2,1,2.5,1,4.70048036579242,1,1,1,1
3,0,2,1,118,1.0,1,5.36597601502185,1,1,1,1
6,1,2,1,13,1.0,0,3.5263605246161602,1,1,1,1
5,0,3,1,252,1.0,1,4.68213122712422,1,1,1,1
6,0,6,2,13,2.5,1,5.16478597392351,1,1,1,1
7,0,6,3,2,3.0,1,6.1633148040346395,1,1,1,1
9,0,6,3,1,3.0,1,5.32300997913841,1,1,1,1
5,0,4,2,180,1.0,1,5.38449506278909,1,1,1,1
5,1,2,1,24,1.0,0,3.4011973816621603,1,1,1,1
6,0,9,4,11,3.5,1,5.768320995793769,1,1,1,1
1,0,4,2,0,2.0,1,4.8283137373023,1,1,1,1
6,0,8,1,73,2.0,1,4.06044301054642,0,1,1,0
7,0,6,3,0,4.0,1,5.71702770140622,1,1,1,1
4,0,4,2,0,2.5,1,5.07517381523383,1,1,1,1
7,0,8,4,2,3.5,1,5.7037824746562,1,1,1,1
0,0,4,2,0,2.0,1,5.12989871492307,0,1,1,1
6,0,6,2,1,1.5,1,5.010635294096259,1,1,1,1
9,0,7,2,57,2.5,1,5.51745289646471,1,1,1,1
8,0,4,1,63,1.0,1,4.9416424226093,1,1,1,1
2,0,2,1,0,1.0,1,5.42934562895444,1,1,1,1
5,0,2,1,148,1.0,1,4.15888308335967,1,1,1,0
10,0,2,1,0,1.0,1,4.77068462446567,0,1,1,1
1,0,4,3,5,3.0,1,5.16478597392351,0,1,1,1
1,0,3,1,0,1.0,1,5.572154032177759,1,1,1,1
3,0,4,2,47,1.0,1,4.60517018598809,1,1,0,1
5,0,4,2,5,1.5,1,3.8712010109078903,1,1,0,1
1,1,2,1,30,1.0,1,5.18738580584075,1,1,1,1
4,0,2,1,3,1.0,1,5.11198778835654,1,1,1,1
4,0,6,2,39,1.0,1,5.06259503302697,1,1,0,1
7,0,5,2,6,2.5,1,4.5217885770490405,1,1,1,1
9,0,2,1,12,1.0,1,4.87519732320115,1,1,1,1
5,0,4,2,2,2.0,1,5.17614973257383,1,1,1,1
10,0,4,3,2,2.0,1,5.2729995585637495,1,1,1,1
6,0,3,1,1,1.0,1,4.11087386417331,1,1,1,1
2,0,6,3,43,1.0,1,4.55387689160054,1,1,1,1
6,0,8,3,3,1.5,1,5.44673737166631,1,1,1,1
8,0,2,1,5,1.0,1,4.44265125649032,1,1,1,1
4,0,2,1,148,1.0,1,4.87519732320115,1,1,1,1
3,1,1,1,0,1.0,1,4.9416424226093,1,1,1,0
4,0,3,1,299,1.0,1,4.9199809258281295,1,1,1,1
2,0,8,3,96,1.0,1,6.9077552789821395,1,1,0,0
6,0,6,2,126,2.0,1,5.433722003554241,1,1,1,1
10,0,6,3,7,4.0,1,5.99146454710798,1,1,1,1
4,0,2,1,167,1.0,1,4.30406509320417,1,1,1,1
2,0,2,1,0,1.0,1,4.98360662170834,0,1,1,1
8,1,2,1,12,1.0,1,4.34380542185368,1,1,1,1
3,0,4,2,21,1.0,1,5.14166355650266,1,1,1,1
5,0,2,1,72,1.0,1,4.7791234931115305,1,1,1,1
6,0,2,1,200,1.0,1,4.61512051684126,1,1,1,1
6,0,8,3,432,2.0,1,5.70044357339069,1,1,1,1
8,0,4,2,40,3.0,1,5.52146091786225,1,1,1,1
6,0,4,1,84,1.5,1,5.52146091786225,1,1,1,1
6,0,6,3,66,3.0,1,5.85793315448346,1,1,1,1
9,0,2,1,13,1.0,1,4.60517018598809,1,1,1,0
2,0,4,1,60,1.0,1,4.9628446302599105,1,1,1,1
0,0,2,1,0,1.0,1,4.74493212836325,1,1,0,1
6,0,4,1,95,1.0,1,4.7791234931115305,1,1,1,1
6,0,4,1,34,1.0,1,5.12396397940326,1,1,1,1
1,0,10,3,16,2.5,1,5.605802066296,1,1,1,1
5,1,2,1,61,1.0,1,4.02535169073515,1,1,1,1
8,0,6,3,59,2.0,1,5.347107530717469,1,1,1,1
6,1,2,1,108,1.0,0,3.9120230054281495,1,1,1,1
3,0,4,1,287,1.0,1,5.16478597392351,1,1,1,1
4,0,4,2,0,1.0,1,4.67282883446191,1,1,1,1
6,0,8,4,13,3.0,1,6.23048144757848,1,1,1,1
4,0,2,1,67,1.0,1,4.55387689160054,1,1,1,1
6,0,3,1,80,1.0,1,5.2040066870768,1,1,1,1
7,0,2,1,0,1.5,1,4.60517018598809,1,1,1,1
2,0,6,1,188,1.0,1,4.8283137373023,1,1,1,1
4,0,4,1,13,1.0,1,5.135798437050259,1,1,1,1
4,0,10,4,69,2.0,1,5.79605775076537,1,1,1,1
5,0,2,1,3,1.0,1,4.30406509320417,1,1,1,1
2,0,4,1,0,1.0,1,4.8283137373023,1,1,1,1
6,0,6,3,41,2.0,1,5.4380793089232,1,1,1,1
5,0,4,2,0,1.0,1,5.65599181081985,1,1,1,1
7,0,8,4,8,2.0,1,5.459585514144161,1,1,1,1
8,0,6,2,72,1.0,1,4.7791234931115305,1,1,1,1
7,0,2,1,272,1.0,1,4.31748811353631,1,1,1,1
11,1,2,1,148,1.0,1,4.787491742782049,1,1,1,1
0,0,4,1,1,1.5,1,5.00394630594546,1,1,1,1
3,0,8,4,66,2.5,1,6.1548580940164195,1,1,1,1
5,0,5,2,47,1.0,1,5.04985600724954,1,1,1,1
4,0,2,1,0,1.0,1,4.23410650459726,1,1,1,1
8,1,2,1,99,1.0,0,4.23410650459726,1,1,1,1
6,0,5,3,5,2.0,1,5.85793315448346,1,1,1,1
0,0,2,1,0,1.0,1,4.76217393479776,0,1,1,1
10,1,2,1,154,1.0,1,3.9120230054281495,1,1,1,0
5,0,8,3,124,3.0,1,5.06259503302697,1,1,1,1
7,1,1,1,18,1.5,1,4.59511985013459,1,1,1,1
0,1,2,1,0,2.0,0,4.00733318523247,1,1,0,1
7,0,2,1,93,1.0,1,4.59511985013459,1,1,1,1
4,1,6,2,97,1.0,1,4.8283137373023,1,1,1,1
1,0,6,2,23,1.0,1,4.85203026391962,0,1,1,1
7,1,1,1,7,1.0,1,3.80666248977032,1,1,1,1
5,0,4,2,1,1.5,1,4.48863636973214,1,1,1,1
1,0,5,4,0,3.0,1,5.82600010738045,0,0,1,1
9,0,6,3,0,3.5,1,5.26269018890489,1,1,1,1
3,0,4,1,66,1.0,1,4.89783979995091,1,1,1,1
7,1,2,1,1,1.0,1,5.29831736654804,0,1,1,0
9,0,6,2,4,2.5,1,5.29831736654804,1,1,1,1
4,0,4,2,12,1.0,1,4.36944785246702,1,1,1,1
6,0,10,4,75,2.0,1,6.068425588244111,1,1,1,1
8,0,5,3,52,1.0,1,5.342334251964809,1,1,1,1
1,1,3,1,47,1.0,1,4.382026634673879,1,1,1,1
9,0,4,1,193,1.0,1,4.61512051684126,1,1,0,1
6,0,8,1,132,2.0,1,4.00733318523247,0,1,1,0
5,1,2,1,7,1.0,1,4.85203026391962,1,1,1,0
4,0,5,3,0,3.0,1,5.840641657373401,1,1,0,1
6,0,3,1,74,1.0,1,5.19849703126583,1,1,1,1
5,0,3,1,1,1.5,1,4.85981240436167,1,1,1,1
7,0,2,1,2,1.0,1,4.85981240436167,1,1,1,1
6,0,2,1,109,1.0,1,5.220355825078321,1,1,1,1
4,1,1,1,6,1.0,1,3.1780538303479506,1,1,1,0
7,0,4,2,7,1.0,1,5.3375380797013205,1,1,1,1
2,0,4,2,0,2.0,1,5.2040066870768,0,1,1,1
2,1,2,1,1,1.0,0,3.9120230054281495,1,1,1,1
4,0,4,2,181,2.0,1,5.010635294096259,1,1,1,1
4,0,5,2,165,1.0,1,4.4188406077966,1,1,1,1
6,1,1,1,4,1.0,0,3.5263605246161602,1,1,1,1
1,0,6,2,45,2.0,1,5.342334251964809,1,1,1,1
8,0,4,1,148,1.0,1,4.59511985013459,1,1,1,1
7,0,2,1,42,1.0,1,4.76217393479776,1,1,1,1
7,0,2,1,46,1.0,1,4.30406509320417,1,1,1,0
6,0,4,2,47,2.5,1,5.61677109766657,1,1,1,1
8,0,4,2,2,2.0,1,4.5849674786705705,1,1,1,1
0,1,2,1,0,1.0,0,4.00733318523247,1,1,1,1
9,1,2,1,87,1.5,1,4.02535169073515,1,1,1,1
6,0,12,4,56,2.0,1,6.0014148779611505,1,1,1,1
2,0,4,1,51,1.0,1,4.94875989037817,1,1,1,1
5,0,4,1,31,1.0,1,4.69134788222914,1,1,1,1
2,1,6,2,108,1.0,1,4.5849674786705705,1,1,1,1
4,0,3,1,41,1.0,1,4.787491742782049,1,1,0,1
9,1,4,2,52,2.5,1,5.09375020080676,1,1,1,1
8,0,2,1,5,1.0,1,4.00733318523247,1,1,1,1
3,0,2,1,50,1.0,1,4.20469261939097,1,1,1,1
4,0,4,2,180,1.0,1,4.46590811865458,1,1,1,1
6,0,2,1,159,1.5,1,4.430816798843309,1,1,1,1
5,0,2,1,12,1.0,1,4.17438726989564,1,1,1,1
1,1,2,1,0,1.0,0,5.85793315448346,1,1,1,0
5,0,6,2,115,2.5,1,6.10031895202006,1,1,1,1
7,0,4,2,34,2.5,1,5.54907608489522,1,1,1,1
8,0,2,1,143,1.0,1,4.969813299576,1,1,1,1
8,0,7,3,9,1.0,1,5.66988092298052,1,1,1,1
5,0,4,2,0,1.0,1,5.690359454324059,0,1,1,1
7,0,2,1,65,1.0,1,5.2729995585637495,1,1,1,1
9,0,4,1,5,1.0,1,4.21950770517611,1,1,1,1
1,0,16,6,5,4.5,1,7.3132203870903005,1,1,1,1
3,1,2,1,65,1.0,1,4.70953020131233,1,1,1,1
6,0,9,4,74,3.0,1,5.72031177660741,1,1,0,1
9,0,2,1,4,1.0,1,4.34380542185368,1,1,1,1
3,0,5,2,79,2.0,1,5.44673737166631,1,1,1,1
6,1,2,1,110,1.0,0,4.23410650459726,1,1,1,0
1,0,5,2,0,2.0,1,5.2257466737132,0,0,0,1
9,0,8,4,16,2.0,1,5.70711026474888,1,1,1,1
1,0,6,1,25,1.0,1,4.804021044733259,1,1,1,1
3,0,1,1,3,1.0,1,4.248495242049359,1,1,1,1
7,0,2,1,100,1.0,1,4.70048036579242,1,1,0,0
3,0,4,2,75,1.0,1,5.424950017481401,1,1,1,1
6,0,2,1,145,1.0,1,3.1780538303479506,1,1,1,0
5,0,5,3,43,1.0,1,5.25227342804663,1,1,1,1
5,1,5,2,58,1.0,0,4.21950770517611,1,1,1,1
6,0,2,1,497,1.0,1,4.30406509320417,1,1,1,1
4,0,1,1,6,2.0,0,3.1780538303479506,1,1,1,0
11,0,2,1,0,1.0,1,4.17438726989564,0,1,1,1
8,0,2,1,262,1.0,1,5.06259503302697,1,1,1,1
4,0,2,2,57,1.0,1,4.85981240436167,1,1,1,1
7,0,6,3,1,2.0,1,6.9067547786485495,1,1,0,1
3,0,12,4,21,4.0,1,7.00306545878646,1,1,1,1
3,0,3,2,0,1.5,1,5.220355825078321,1,1,1,1
8,0,3,2,2,1.0,1,5.010635294096259,1,1,1,1
6,1,4,1,217,2.0,0,4.36944785246702,0,1,0,1
5,0,2,1,0,1.0,1,4.68213122712422,1,1,1,1
7,0,6,3,14,1.5,1,5.783825182329741,1,1,1,1
10,0,4,2,63,1.5,1,5.105945473900579,1,1,1,1
8,0,10,3,16,2.0,1,6.62273632394984,1,1,1,1
2,1,2,1,110,1.0,1,4.1896547420264305,1,1,1,1
4,0,2,2,206,1.0,1,4.14313472639153,1,1,1,1
2,0,2,1,27,1.0,1,5.88332238848828,1,1,1,1
5,0,2,1,0,1.0,1,4.17438726989564,1,1,1,1
2,0,3,2,28,1.0,1,5.416100402204419,1,1,1,1
3,0,8,4,130,3.0,1,6.1633148040346395,1,1,1,1
7,0,3,1,44,1.0,1,4.55387689160054,1,1,0,0
6,0,2,1,1,1.0,1,4.70048036579242,1,1,1,1
3,0,4,2,5,1.0,1,5.030437921392441,1,1,1,1
9,0,4,2,4,2.0,1,5.505331535932361,0,1,1,1
7,0,1,1,15,2.0,0,3.4657359027997297,1,1,0,0
2,1,1,1,105,1.0,0,4.60517018598809,1,1,1,0
1,0,5,2,0,2.0,1,5.18738580584075,1,1,1,1
5,0,4,2,28,1.0,1,5.010635294096259,1,1,1,1
3,0,6,2,118,1.0,1,5.14166355650266,1,1,1,1
1,0,6,2,1,2.5,1,5.99146454710798,1,1,1,1
3,0,2,1,3,1.0,1,4.1896547420264305,0,1,1,1
1,1,2,1,16,1.0,0,5.18738580584075,1,1,1,1
5,0,3,1,401,1.0,1,5.18738580584075,1,1,1,1
2,0,2,1,0,1.0,1,5.53733426701854,1,1,1,1
0,0,6,2,1,2.0,1,5.00394630594546,1,1,1,1
7,0,2,1,178,1.0,1,4.64439089914137,1,1,0,1
7,0,2,1,112,1.0,1,4.634728988229639,1,1,1,1
1,0,4,2,0,2.0,1,5.7037824746562,1,1,1,0
0,0,6,2,3,1.0,1,4.787491742782049,1,1,1,1
0,1,6,2,0,1.0,1,6.30991827822652,0,1,1,1
8,0,4,2,33,2.0,1,5.35185813347607,1,1,1,1
6,0,4,1,359,1.0,1,4.60517018598809,1,1,1,1
2,0,4,2,6,2.0,1,4.74493212836325,1,1,1,1
4,0,5,2,167,1.0,1,5.04342511691925,1,1,0,1
6,0,5,2,17,1.0,1,5.2933048247244905,1,1,0,1
4,0,6,2,15,2.5,1,5.57594910314632,1,1,1,1
8,0,2,1,15,1.5,1,5.04985600724954,1,1,1,1
6,0,3,1,3,1.0,1,4.60517018598809,1,1,1,1
2,0,4,1,68,1.0,1,4.89034912822175,1,1,1,1
9,0,8,4,0,3.0,1,6.326149473155099,1,1,1,1
13,0,3,2,159,1.0,1,4.90527477843843,1,1,1,1
3,0,2,1,145,1.0,1,5.1929568508902095,1,1,1,1
3,0,9,3,69,2.5,1,6.1633148040346395,1,1,0,1
4,0,2,1,209,1.0,1,4.454347296253509,1,1,1,1
6,0,3,1,407,1.0,1,5.07517381523383,1,1,1,1
